"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL042011,2011-07-27T21:00:00.000Z,Tropical Storm,Don,22.2,-87,40,1001,12,295,,
AL042011,2011-07-28T03:00:00.000Z,Tropical Storm,Don,22.8,-88.1,40,1000,12,300,,
AL042011,2011-07-28T09:00:00.000Z,Tropical Storm,Don,23,-88.7,40,1000,10,300,,
AL042011,2011-07-28T15:00:00.000Z,Tropical Storm,Don,24.1,-90.1,45,1001,14,305,,
AL042011,2011-07-28T21:00:00.000Z,Tropical Storm,Don,24.9,-91.3,45,1005,16,305,,
AL042011,2011-07-29T03:00:00.000Z,Tropical Storm,Don,24.7,-92.5,50,998,14,290,,
AL042011,2011-07-29T09:00:00.000Z,Tropical Storm,Don,25.3,-93.6,50,1000,14,295,,
AL042011,2011-07-29T15:00:00.000Z,Tropical Storm,Don,26.2,-94.9,50,1002,14,300,,
AL042011,2011-07-29T21:00:00.000Z,Tropical Storm,Don,26.9,-96.2,50,1004,16,300,,
AL042011,2011-07-30T03:00:00.000Z,Tropical Depression,Don,27.2,-97.5,35,1006,14,290,,
AL042011,2011-07-30T09:00:00.000Z,Post-tropical Cyclone,Don,27.9,-98.8,30,1009,14,295,,
