"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL052013,2013-08-15T03:00:00.000Z,Tropical Depression,Five,14,-23.5,35,1008,14,290,,
AL052013,2013-08-15T09:00:00.000Z,Tropical Depression,Five,14.4,-25.2,35,1007,16,290,,
AL052013,2013-08-15T15:00:00.000Z,Tropical Storm,Erin,14.4,-26.5,40,1006,15,285,,
AL052013,2013-08-15T21:00:00.000Z,Tropical Storm,Erin,15,-27.5,40,1006,14,290,,
AL052013,2013-08-16T03:00:00.000Z,Tropical Storm,Erin,15.5,-29.1,40,1007,15,295,,
AL052013,2013-08-16T09:00:00.000Z,Tropical Storm,Erin,16.3,-30.5,40,1007,16,295,,
AL052013,2013-08-16T15:00:00.000Z,Tropical Depression,Erin,16.9,-32.1,35,1008,17,295,,
AL052013,2013-08-16T21:00:00.000Z,Tropical Depression,Erin,17.7,-33.3,35,1008,17,300,,
AL052013,2013-08-17T03:00:00.000Z,Tropical Storm,Erin,18.5,-34.5,40,1006,16,305,,
AL052013,2013-08-17T09:00:00.000Z,Tropical Storm,Erin,18.9,-35.6,40,1006,15,300,,
AL052013,2013-08-17T15:00:00.000Z,Tropical Storm,Erin,19.8,-35.7,40,1006,12,315,,
AL052013,2013-08-17T21:00:00.000Z,Tropical Storm,Erin,21,-37,40,1006,13,315,,
AL052013,2013-08-18T03:00:00.000Z,Tropical Depression,Erin,20.7,-37.7,35,1008,12,290,,
AL052013,2013-08-18T09:00:00.000Z,Tropical Depression,Erin,20.7,-38.4,35,1008,9,280,,
AL052013,2013-08-18T15:00:00.000Z,Tropical Depression,Erin,20.5,-39.3,35,1008,10,260,,
AL052013,2013-08-18T21:00:00.000Z,Post-tropical Cyclone,Erin,20.4,-39.8,35,1009,8,260,,
