"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL092011,2011-08-20T23:00:00.000Z,Tropical Storm,Irene,14.9,-58.5,50,1006,22,280,,
AL092011,2011-08-21T03:00:00.000Z,Tropical Storm,Irene,15.3,-59.9,50,1006,22,280,,
AL092011,2011-08-21T09:00:00.000Z,Tropical Storm,Irene,16.4,-61.3,50,1006,21,280,,
AL092011,2011-08-21T15:00:00.000Z,Tropical Storm,Irene,17,-63.2,50,1005,20,285,,
AL092011,2011-08-21T21:00:00.000Z,Tropical Storm,Irene,17.7,-64.4,50,999,17,285,,
AL092011,2011-08-22T03:00:00.000Z,Tropical Storm,Irene,17.9,-65.5,70,993,15,285,,
AL092011,2011-08-22T09:00:00.000Z,Hurricane,Irene,18.4,-66.4,75,987,12,290,,
AL092011,2011-08-22T15:00:00.000Z,Hurricane,Irene,19.2,-67.5,80,988,13,300,30,185
AL092011,2011-08-22T21:00:00.000Z,Hurricane,Irene,19.5,-68.6,80,988,13,295,30,185
AL092011,2011-08-23T00:30:00.000Z,Hurricane,Irene,19.7,-68.7,100,981,10,295,45,185
AL092011,2011-08-23T03:00:00.000Z,Hurricane,Irene,19.9,-69.2,100,980,12,295,45,185
AL092011,2011-08-23T09:00:00.000Z,Hurricane,Irene,20.3,-70.1,100,978,12,295,50,205
AL092011,2011-08-23T15:00:00.000Z,Hurricane,Irene,20.5,-71,100,980,12,295,50,205
AL092011,2011-08-23T21:00:00.000Z,Hurricane,Irene,20.9,-71.5,90,976,9,295,40,205
AL092011,2011-08-24T03:00:00.000Z,Hurricane,Irene,21.3,-72.4,90,969,9,295,40,205
AL092011,2011-08-24T09:00:00.000Z,Hurricane,Irene,21.6,-72.9,110,962,9,295,40,205
AL092011,2011-08-24T15:00:00.000Z,Hurricane,Irene,22.4,-73.9,115,956,12,305,50,205
AL092011,2011-08-24T21:00:00.000Z,Hurricane,Irene,23.1,-74.7,120,954,12,310,,
AL092011,2011-08-25T03:00:00.000Z,Hurricane,Irene,23.8,-75.4,120,952,12,315,,
AL092011,2011-08-25T09:00:00.000Z,Hurricane,Irene,24.6,-76.2,115,950,12,315,,
AL092011,2011-08-25T15:00:00.000Z,Hurricane,Irene,25.9,-76.8,115,951,13,335,70,290
AL092011,2011-08-25T21:00:00.000Z,Hurricane,Irene,27,-77.3,115,950,14,335,,
AL092011,2011-08-26T03:00:00.000Z,Hurricane,Irene,28.3,-77.3,115,942,14,350,,
AL092011,2011-08-26T09:00:00.000Z,Hurricane,Irene,29.3,-77.2,110,942,14,360,,
AL092011,2011-08-26T15:00:00.000Z,Hurricane,Irene,30.7,-77.3,105,946,14,360,,
AL092011,2011-08-26T21:00:00.000Z,Hurricane,Irene,31.7,-77.4,100,951,14,360,,
AL092011,2011-08-27T03:00:00.000Z,Hurricane,Irene,32.6,-76.9,100,951,13,20,90,290
AL092011,2011-08-27T09:00:00.000Z,Hurricane,Irene,34.1,-76.5,90,952,14,20,,
AL092011,2011-08-27T15:00:00.000Z,Hurricane,Irene,35.2,-76.4,85,952,15,15,,
AL092011,2011-08-27T21:00:00.000Z,Hurricane,Irene,36.2,-76,80,950,13,15,,
AL092011,2011-08-28T03:00:00.000Z,Hurricane,Irene,37.3,-75.4,80,954,16,20,,
AL092011,2011-08-28T09:00:00.000Z,Hurricane,Irene,39.2,-74.5,75,958,18,20,125,320
AL092011,2011-08-28T15:00:00.000Z,Tropical Storm,Irene,41.4,-73.7,60,966,26,20,,
AL092011,2011-08-28T21:00:00.000Z,Tropical Storm,Irene,42.7,-72.8,50,975,26,20,,
AL092011,2011-08-29T03:00:00.000Z,Post-tropical Cyclone,Irene,45.3,-71.3,50,980,26,25,,
