"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL072025,2025-09-17T09:00:00.000Z,Tropical Depression,Seven,13.7,-45.9,35,1007,13,280,,
AL072025,2025-09-17T15:00:00.000Z,Tropical Storm,Gabrielle,17.5,-46.6,45,1006,22,330,,
AL072025,2025-09-17T21:00:00.000Z,Tropical Storm,Gabrielle,19.4,-48,50,1005,14,310,,
AL072025,2025-09-18T03:00:00.000Z,Tropical Storm,Gabrielle,19.5,-49.5,50,1004,16,300,,
AL072025,2025-09-18T09:00:00.000Z,Tropical Storm,Gabrielle,20,-50.3,50,1004,15,300,,
AL072025,2025-09-18T15:00:00.000Z,Tropical Storm,Gabrielle,20.3,-51.7,50,1004,15,300,,
AL072025,2025-09-18T21:00:00.000Z,Tropical Storm,Gabrielle,20.8,-52.7,50,1004,13,300,,
AL072025,2025-09-19T03:00:00.000Z,Tropical Storm,Gabrielle,21.2,-53.4,50,1004,12,295,,
AL072025,2025-09-19T09:00:00.000Z,Tropical Storm,Gabrielle,21.9,-54.8,50,1004,12,300,,
AL072025,2025-09-19T15:00:00.000Z,Tropical Storm,Gabrielle,21.9,-55.6,50,1004,12,305,,
AL072025,2025-09-19T21:00:00.000Z,Tropical Storm,Gabrielle,22.4,-56.6,50,1004,12,300,,
AL072025,2025-09-20T03:00:00.000Z,Tropical Storm,Gabrielle,23.6,-57.2,50,1004,12,310,,
AL072025,2025-09-20T09:00:00.000Z,Tropical Storm,Gabrielle,24.3,-58.1,50,1004,13,315,,
AL072025,2025-09-20T15:00:00.000Z,Tropical Storm,Gabrielle,25,-59,60,1001,13,320,,
AL072025,2025-09-20T21:00:00.000Z,Tropical Storm,Gabrielle,25.6,-59,65,996,10,325,,
AL072025,2025-09-21T03:00:00.000Z,Tropical Storm,Gabrielle,26.3,-59.2,65,996,9,335,,
AL072025,2025-09-21T09:00:00.000Z,Tropical Storm,Gabrielle,27.2,-60,65,995,9,335,,
AL072025,2025-09-21T15:00:00.000Z,Tropical Storm,Gabrielle,27.7,-61,65,995,12,320,,
AL072025,2025-09-21T21:00:00.000Z,Hurricane,Gabrielle,28.5,-61.7,75,992,10,330,25,175
AL072025,2025-09-22T03:00:00.000Z,Hurricane,Gabrielle,29.2,-62.2,75,992,12,325,25,140
AL072025,2025-09-22T09:00:00.000Z,Hurricane,Gabrielle,30,-62.5,90,978,10,340,25,140
AL072025,2025-09-22T13:00:00.000Z,Hurricane,Gabrielle,30.6,-62.2,120,957,10,10,30,140
AL072025,2025-09-22T15:00:00.000Z,Hurricane,Gabrielle,30.8,-62.3,120,955,10,10,25,140
AL072025,2025-09-22T21:00:00.000Z,Hurricane,Gabrielle,31.7,-61.8,140,948,12,20,40,140
AL072025,2025-09-23T03:00:00.000Z,Hurricane,Gabrielle,32.4,-61,140,948,13,50,40,140
AL072025,2025-09-23T09:00:00.000Z,Hurricane,Gabrielle,33.2,-59.7,140,949,13,45,40,140
AL072025,2025-09-23T15:00:00.000Z,Hurricane,Gabrielle,33.9,-58.3,140,948,20,60,40,140
AL072025,2025-09-23T21:00:00.000Z,Hurricane,Gabrielle,34.6,-56.2,130,952,21,65,45,140
AL072025,2025-09-24T03:00:00.000Z,Hurricane,Gabrielle,35.1,-54.3,125,953,22,65,45,140
AL072025,2025-09-24T09:00:00.000Z,Hurricane,Gabrielle,35.6,-51.5,115,959,25,75,45,140
AL072025,2025-09-24T15:00:00.000Z,Hurricane,Gabrielle,36,-48.7,110,962,25,75,45,150
AL072025,2025-09-24T21:00:00.000Z,Hurricane,Gabrielle,36,-45.2,100,970,28,80,45,160
AL072025,2025-09-25T03:00:00.000Z,Hurricane,Gabrielle,36,-42.3,85,978,31,85,60,195
AL072025,2025-09-25T09:00:00.000Z,Hurricane,Gabrielle,36.5,-38.8,85,979,32,80,60,195
