"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL062016,2016-08-17T03:00:00.000Z,Tropical Depression,Six,12.6,-34.1,35,1008,14,310,,
AL062016,2016-08-17T09:00:00.000Z,Tropical Depression,Six,13.2,-35.2,35,1007,15,305,,
AL062016,2016-08-17T15:00:00.000Z,Tropical Depression,Six,14,-36.4,35,1006,15,300,,
AL062016,2016-08-17T21:00:00.000Z,Tropical Storm,Fiona,15.1,-37.8,40,1006,16,305,,
AL062016,2016-08-18T03:00:00.000Z,Tropical Storm,Fiona,15.5,-39,40,1006,16,300,,
AL062016,2016-08-18T09:00:00.000Z,Tropical Storm,Fiona,16.2,-40.3,45,1005,16,300,,
AL062016,2016-08-18T15:00:00.000Z,Tropical Storm,Fiona,16.4,-40.5,45,1006,8,300,,
AL062016,2016-08-18T21:00:00.000Z,Tropical Storm,Fiona,17,-41.3,45,1006,10,305,,
AL062016,2016-08-19T03:00:00.000Z,Tropical Storm,Fiona,17.1,-41.8,45,1006,8,305,,
AL062016,2016-08-19T09:00:00.000Z,Tropical Storm,Fiona,17.6,-42.7,45,1006,10,300,,
AL062016,2016-08-19T15:00:00.000Z,Tropical Storm,Fiona,17.8,-43.5,45,1006,10,295,,
AL062016,2016-08-19T21:00:00.000Z,Tropical Storm,Fiona,18.1,-44.4,40,1007,10,295,,
AL062016,2016-08-20T03:00:00.000Z,Tropical Storm,Fiona,18.7,-45.5,40,1007,12,295,,
AL062016,2016-08-20T09:00:00.000Z,Tropical Storm,Fiona,19.2,-46.7,40,1008,13,295,,
AL062016,2016-08-20T15:00:00.000Z,Tropical Storm,Fiona,20.3,-47.8,40,1008,14,300,,
AL062016,2016-08-20T21:00:00.000Z,Tropical Storm,Fiona,21.2,-49.1,40,1008,15,305,,
AL062016,2016-08-21T03:00:00.000Z,Tropical Storm,Fiona,21.7,-50.1,50,1004,15,305,,
AL062016,2016-08-21T09:00:00.000Z,Tropical Storm,Fiona,22.2,-51.7,45,1006,16,295,,
AL062016,2016-08-21T15:00:00.000Z,Tropical Storm,Fiona,22.9,-53.3,40,1007,16,295,,
AL062016,2016-08-21T21:00:00.000Z,Tropical Storm,Fiona,23.4,-54.9,40,1007,17,290,,
AL062016,2016-08-22T03:00:00.000Z,Tropical Depression,Fiona,23.8,-56.6,35,1008,18,290,,
AL062016,2016-08-22T09:00:00.000Z,Tropical Depression,Fiona,24.4,-58.4,35,1008,18,290,,
AL062016,2016-08-22T15:00:00.000Z,Tropical Depression,Fiona,24.6,-59.7,35,1008,17,285,,
AL062016,2016-08-22T21:00:00.000Z,Tropical Depression,Fiona,25.1,-61.3,35,1009,17,285,,
AL062016,2016-08-23T03:00:00.000Z,Tropical Depression,Fiona,25.5,-62.3,35,1010,15,290,,
AL062016,2016-08-23T09:00:00.000Z,Tropical Depression,Fiona,25.8,-63.4,35,1010,13,290,,
AL062016,2016-08-23T15:00:00.000Z,Post-tropical Cyclone,Fiona,26.1,-64.5,30,1014,12,290,,
