"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL192011,2011-11-08T09:00:00.000Z,Tropical Storm,Sean,27.2,-69.4,45,1002,NaN,0,,
AL192011,2011-11-08T15:00:00.000Z,Tropical Storm,Sean,27.7,-69.4,45,1002,2,360,,
AL192011,2011-11-08T21:00:00.000Z,Tropical Storm,Sean,27.8,-69.8,50,999,2,300,,
AL192011,2011-11-09T03:00:00.000Z,Tropical Storm,Sean,27.9,-70.1,50,999,3,270,,
AL192011,2011-11-09T09:00:00.000Z,Tropical Storm,Sean,27.9,-70.4,50,995,3,270,,
AL192011,2011-11-09T15:00:00.000Z,Tropical Storm,Sean,27.9,-70.5,60,994,3,320,,
AL192011,2011-11-09T21:00:00.000Z,Tropical Storm,Sean,28.7,-70.5,65,991,6,360,,
AL192011,2011-11-10T03:00:00.000Z,Tropical Storm,Sean,29.5,-70.7,65,991,8,360,,
AL192011,2011-11-10T09:00:00.000Z,Tropical Storm,Sean,30.2,-70.9,65,991,8,355,,
AL192011,2011-11-10T15:00:00.000Z,Tropical Storm,Sean,30.4,-70.5,65,990,7,35,,
AL192011,2011-11-10T21:00:00.000Z,Tropical Storm,Sean,30.9,-69.4,65,983,13,45,,
AL192011,2011-11-11T03:00:00.000Z,Tropical Storm,Sean,31.5,-68.2,65,983,13,60,,
AL192011,2011-11-11T09:00:00.000Z,Tropical Storm,Sean,32.9,-66.3,60,989,22,50,,
AL192011,2011-11-11T15:00:00.000Z,Tropical Storm,Sean,34,-64.1,50,991,23,50,,
AL192011,2011-11-11T21:00:00.000Z,Tropical Storm,Sean,35.5,-61.3,50,991,30,55,,
AL192011,2011-11-12T03:00:00.000Z,Post-tropical Cyclone,Sean,36.7,-57.7,40,1000,35,60,,
