"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL012012,2012-05-19T21:00:00.000Z,Tropical Storm,Alberto,32.2,-77.7,45,1007,3,220,,
AL012012,2012-05-20T03:00:00.000Z,Tropical Storm,Alberto,31.8,-78.5,50,998,6,235,,
AL012012,2012-05-20T09:00:00.000Z,Tropical Storm,Alberto,31.7,-78.9,50,998,6,245,,
AL012012,2012-05-20T15:00:00.000Z,Tropical Storm,Alberto,31.5,-79.7,45,1000,6,250,,
AL012012,2012-05-20T21:00:00.000Z,Tropical Storm,Alberto,30.9,-80,45,1006,6,235,,
AL012012,2012-05-21T03:00:00.000Z,Tropical Storm,Alberto,30.5,-80.1,40,1007,5,180,,
AL012012,2012-05-21T09:00:00.000Z,Tropical Storm,Alberto,30.4,-79.7,40,1007,5,150,,
AL012012,2012-05-21T15:00:00.000Z,Tropical Storm,Alberto,30.4,-78.8,40,1007,7,90,,
AL012012,2012-05-21T21:00:00.000Z,Tropical Storm,Alberto,30.5,-77.9,40,1006,8,80,,
AL012012,2012-05-22T03:00:00.000Z,Tropical Depression,Alberto,30.9,-76.5,35,1008,13,65,,
AL012012,2012-05-22T09:00:00.000Z,Tropical Depression,Alberto,32,-75.5,35,1008,15,45,,
AL012012,2012-05-22T15:00:00.000Z,Post-tropical Cyclone,Alberto,33.1,-74,35,1008,17,50,,
