"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL132019,2019-09-23T03:00:00.000Z,Tropical Depression,Thirteen,10.8,-20.9,35,1007,16,270,,
AL132019,2019-09-23T09:00:00.000Z,Tropical Depression,Thirteen,10.8,-22.2,35,1007,15,270,,
AL132019,2019-09-23T15:00:00.000Z,Tropical Storm,Lorenzo,11.1,-24.1,40,1006,18,270,,
AL132019,2019-09-23T21:00:00.000Z,Tropical Storm,Lorenzo,11.3,-25.5,45,1004,16,275,,
AL132019,2019-09-24T03:00:00.000Z,Tropical Storm,Lorenzo,11.6,-26.7,50,1002,15,280,,
AL132019,2019-09-24T09:00:00.000Z,Tropical Storm,Lorenzo,12,-28,65,999,16,285,,
AL132019,2019-09-24T15:00:00.000Z,Tropical Storm,Lorenzo,12.4,-29.3,65,997,16,285,,
AL132019,2019-09-24T21:00:00.000Z,Tropical Storm,Lorenzo,12.8,-31,65,997,17,285,,
AL132019,2019-09-25T03:00:00.000Z,Tropical Storm,Lorenzo,13.2,-32.4,70,993,16,285,,
AL132019,2019-09-25T09:00:00.000Z,Hurricane,Lorenzo,13.6,-33.9,80,988,17,285,30,205
AL132019,2019-09-25T15:00:00.000Z,Hurricane,Lorenzo,14.1,-35.1,85,983,17,285,30,205
AL132019,2019-09-25T21:00:00.000Z,Hurricane,Lorenzo,14.5,-36.9,90,978,18,285,30,205
AL132019,2019-09-26T03:00:00.000Z,Hurricane,Lorenzo,14.7,-38.1,100,974,15,285,35,205
AL132019,2019-09-26T09:00:00.000Z,Hurricane,Lorenzo,15.1,-39.3,100,974,15,290,35,205
AL132019,2019-09-26T10:00:00.000Z,Hurricane,Lorenzo,15.2,-39.3,125,955,15,290,35,205
AL132019,2019-09-26T15:00:00.000Z,Hurricane,Lorenzo,15.4,-40.2,130,949,13,295,,
AL132019,2019-09-26T21:00:00.000Z,Hurricane,Lorenzo,16.5,-40.8,140,943,12,310,,
AL132019,2019-09-27T03:00:00.000Z,Hurricane,Lorenzo,17.6,-41.5,145,939,14,330,,
AL132019,2019-09-27T09:00:00.000Z,Hurricane,Lorenzo,18.6,-42.1,145,937,14,330,,
AL132019,2019-09-27T15:00:00.000Z,Hurricane,Lorenzo,19.4,-42.9,140,943,14,330,,
AL132019,2019-09-27T21:00:00.000Z,Hurricane,Lorenzo,20.3,-43.6,125,948,12,330,,
AL132019,2019-09-28T03:00:00.000Z,Hurricane,Lorenzo,20.8,-44.1,120,952,9,335,,
AL132019,2019-09-28T09:00:00.000Z,Hurricane,Lorenzo,21.4,-44.8,115,957,10,330,,
AL132019,2019-09-28T15:00:00.000Z,Hurricane,Lorenzo,22.5,-44.8,115,957,10,350,,
AL132019,2019-09-28T21:00:00.000Z,Hurricane,Lorenzo,23.3,-45,130,950,10,355,,
AL132019,2019-09-29T00:00:00.000Z,Hurricane,Lorenzo,23.8,-45,145,942,10,5,,
AL132019,2019-09-29T03:00:00.000Z,Hurricane,Lorenzo,24.2,-44.9,160,925,10,360,50,275
AL132019,2019-09-29T09:00:00.000Z,Hurricane,Lorenzo,25.1,-44.6,155,925,10,10,50,275
AL132019,2019-09-29T15:00:00.000Z,Hurricane,Lorenzo,25.9,-44.4,145,938,10,15,,
AL132019,2019-09-29T21:00:00.000Z,Hurricane,Lorenzo,26.9,-44.2,115,948,10,15,80,255
AL132019,2019-09-30T03:00:00.000Z,Hurricane,Lorenzo,27.6,-43.5,110,952,10,20,90,255
AL132019,2019-09-30T09:00:00.000Z,Hurricane,Lorenzo,28.7,-43.1,105,957,13,20,90,255
AL132019,2019-09-30T15:00:00.000Z,Hurricane,Lorenzo,30,-42.6,105,962,15,15,,
AL132019,2019-09-30T21:00:00.000Z,Hurricane,Lorenzo,30.9,-42.1,105,957,15,20,90,310
AL132019,2019-10-01T03:00:00.000Z,Hurricane,Lorenzo,32,-41.2,105,956,20,35,105,345
AL132019,2019-10-01T09:00:00.000Z,Hurricane,Lorenzo,33.4,-39.7,100,962,22,40,90,345
AL132019,2019-10-01T15:00:00.000Z,Hurricane,Lorenzo,35.2,-37.9,100,962,25,40,90,345
AL132019,2019-10-01T21:00:00.000Z,Hurricane,Lorenzo,37,-35.5,100,960,29,45,,
AL132019,2019-10-02T03:00:00.000Z,Hurricane,Lorenzo,39.1,-32.7,100,960,40,45,150,390
AL132019,2019-10-02T09:00:00.000Z,Hurricane,Lorenzo,42.3,-29.4,90,960,43,40,150,390
AL132019,2019-10-02T15:00:00.000Z,Post-tropical Cyclone,Lorenzo,44.4,-25.8,80,962,43,40,,
