"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL122018,2018-09-22T15:00:00.000Z,Tropical Storm,Kirk,8.3,-23.6,40,1005,14,280,,
AL122018,2018-09-22T21:00:00.000Z,Tropical Storm,Kirk,8.6,-24.8,40,1005,15,290,,
AL122018,2018-09-23T03:00:00.000Z,Tropical Storm,Kirk,9,-26.4,40,1006,16,285,,
AL122018,2018-09-23T09:00:00.000Z,Tropical Storm,Kirk,9.1,-28,40,1006,18,280,,
AL122018,2018-09-23T15:00:00.000Z,Tropical Storm,Kirk,9.3,-30.2,40,1006,21,280,,
AL122018,2018-09-23T21:00:00.000Z,Tropical Storm,Kirk,9.5,-32.3,40,1006,23,280,,
AL122018,2018-09-24T03:00:00.000Z,Tropical Depression,Kirk,9.4,-35.5,35,1007,25,270,,
AL122018,2018-09-24T09:00:00.000Z,Tropical Depression,Kirk,9.5,-37.4,35,1007,24,270,,
AL122018,2018-09-24T15:00:00.000Z,Remnants Of,Kirk,10,-39.5,40,1007,23,280,,
AL122018,2018-09-26T09:00:00.000Z,Tropical Storm,Kirk,11.8,-52.7,45,1004,18,280,,
AL122018,2018-09-26T15:00:00.000Z,Tropical Storm,Kirk,12.1,-54.3,50,1002,18,280,,
AL122018,2018-09-26T21:00:00.000Z,Tropical Storm,Kirk,12.7,-55.7,60,998,18,285,,
AL122018,2018-09-27T03:00:00.000Z,Tropical Storm,Kirk,13,-57,50,1002,16,285,,
AL122018,2018-09-27T09:00:00.000Z,Tropical Storm,Kirk,13.5,-58.3,50,1002,16,290,,
AL122018,2018-09-27T15:00:00.000Z,Tropical Storm,Kirk,13.8,-59.3,50,999,15,290,,
AL122018,2018-09-27T21:00:00.000Z,Tropical Storm,Kirk,14.2,-60.2,50,1000,14,290,,
AL122018,2018-09-28T03:00:00.000Z,Tropical Storm,Kirk,13.8,-61.4,50,1002,12,260,,
AL122018,2018-09-28T09:00:00.000Z,Tropical Storm,Kirk,13.2,-62.5,50,1005,12,270,,
AL122018,2018-09-28T15:00:00.000Z,Tropical Storm,Kirk,13.8,-63.6,45,1007,13,285,,
AL122018,2018-09-28T21:00:00.000Z,Tropical Storm,Kirk,14.7,-64.7,40,1007,14,300,,
AL122018,2018-09-29T03:00:00.000Z,Remnants Of,Kirk,15.1,-65.8,40,1007,14,300,,
