"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL112017,2017-08-30T15:00:00.000Z,Tropical Storm,Irma,16.4,-30.3,50,1004,13,280,,
AL112017,2017-08-30T21:00:00.000Z,Tropical Storm,Irma,16.4,-31.2,60,1001,15,275,,
AL112017,2017-08-31T03:00:00.000Z,Tropical Storm,Irma,16.4,-32.2,65,999,12,275,,
AL112017,2017-08-31T09:00:00.000Z,Tropical Storm,Irma,16.5,-32.9,70,997,12,280,,
AL112017,2017-08-31T15:00:00.000Z,Hurricane,Irma,16.9,-33.8,100,979,10,290,15,80
AL112017,2017-08-31T21:00:00.000Z,Hurricane,Irma,17.3,-34.8,115,967,12,290,15,80
AL112017,2017-09-01T03:00:00.000Z,Hurricane,Irma,17.8,-35.6,115,967,12,295,15,90
AL112017,2017-09-01T09:00:00.000Z,Hurricane,Irma,18.2,-36.5,115,967,12,300,15,90
AL112017,2017-09-01T15:00:00.000Z,Hurricane,Irma,18.5,-37.8,110,972,13,285,15,90
AL112017,2017-09-01T21:00:00.000Z,Hurricane,Irma,18.8,-39.1,120,964,13,275,25,105
AL112017,2017-09-02T03:00:00.000Z,Hurricane,Irma,19.1,-40.5,115,967,14,275,25,70
AL112017,2017-09-02T09:00:00.000Z,Hurricane,Irma,19,-41.8,110,970,14,270,25,70
AL112017,2017-09-02T15:00:00.000Z,Hurricane,Irma,18.8,-43.3,110,973,15,265,,
AL112017,2017-09-02T21:00:00.000Z,Hurricane,Irma,18.5,-44.6,110,973,15,265,25,70
AL112017,2017-09-03T03:00:00.000Z,Hurricane,Irma,18.3,-46.2,110,973,14,260,25,70
AL112017,2017-09-03T09:00:00.000Z,Hurricane,Irma,18,-47.5,115,969,15,255,25,80
AL112017,2017-09-03T15:00:00.000Z,Hurricane,Irma,17.7,-48.4,115,969,14,255,25,80
AL112017,2017-09-03T21:00:00.000Z,Hurricane,Irma,17.6,-49.8,115,969,14,260,35,140
AL112017,2017-09-04T03:00:00.000Z,Hurricane,Irma,17.2,-51,115,961,14,255,35,140
AL112017,2017-09-04T09:00:00.000Z,Hurricane,Irma,16.9,-52.3,115,961,14,255,30,140
AL112017,2017-09-04T15:00:00.000Z,Hurricane,Irma,16.8,-53.3,120,944,14,255,35,140
AL112017,2017-09-04T21:00:00.000Z,Hurricane,Irma,16.7,-54.4,130,944,13,265,40,140
AL112017,2017-09-05T03:00:00.000Z,Hurricane,Irma,16.7,-55.6,140,943,13,270,45,140
AL112017,2017-09-05T09:00:00.000Z,Hurricane,Irma,16.6,-57,150,937,14,270,45,140
AL112017,2017-09-05T12:00:00.000Z,Hurricane,Irma,16.7,-57.7,175,929,14,280,45,140
AL112017,2017-09-05T15:00:00.000Z,Hurricane,Irma,16.8,-58.4,180,931,14,270,60,160
AL112017,2017-09-05T21:00:00.000Z,Hurricane,Irma,17.1,-59.8,185,926,15,280,60,175
AL112017,2017-09-06T03:00:00.000Z,Hurricane,Irma,17.4,-61.1,185,916,15,285,50,175
AL112017,2017-09-06T09:00:00.000Z,Hurricane,Irma,17.9,-62.6,185,914,16,285,50,175
AL112017,2017-09-06T15:00:00.000Z,Hurricane,Irma,18.2,-64,185,918,16,285,50,185
AL112017,2017-09-06T21:00:00.000Z,Hurricane,Irma,18.8,-65.4,185,914,16,285,50,185
AL112017,2017-09-07T03:00:00.000Z,Hurricane,Irma,19.4,-66.8,185,916,16,290,50,185
AL112017,2017-09-07T09:00:00.000Z,Hurricane,Irma,20,-68.3,180,921,17,290,50,185
AL112017,2017-09-07T15:00:00.000Z,Hurricane,Irma,20.4,-69.7,175,921,16,290,60,185
