"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL012010,2010-06-25T22:00:00.000Z,Tropical Depression,One,16.5,-83.5,35,1004,10,300,,
AL012010,2010-06-26T03:00:00.000Z,Tropical Depression,One,16.7,-84.4,35,1004,9,295,,
AL012010,2010-06-26T09:00:00.000Z,Tropical Storm,Alex,16.9,-84.9,40,1004,8,285,,
AL012010,2010-06-26T15:00:00.000Z,Tropical Storm,Alex,17.3,-86.1,45,1003,9,290,,
AL012010,2010-06-26T21:00:00.000Z,Tropical Storm,Alex,17.3,-87.8,65,996,12,280,,
AL012010,2010-06-27T03:00:00.000Z,Tropical Storm,Alex,17.7,-88.4,60,997,12,290,,
AL012010,2010-06-27T09:00:00.000Z,Tropical Storm,Alex,18.3,-89.4,40,1000,12,300,,
AL012010,2010-06-27T15:00:00.000Z,Tropical Depression,Alex,18.7,-90.6,35,1000,12,295,,
AL012010,2010-06-27T21:00:00.000Z,Tropical Depression,Alex,19.2,-90.9,35,999,9,300,,
AL012010,2010-06-28T03:00:00.000Z,Tropical Storm,Alex,19.4,-91.3,45,991,7,300,,
AL012010,2010-06-28T09:00:00.000Z,Tropical Storm,Alex,19.7,-91.6,50,990,6,315,,
AL012010,2010-06-28T15:00:00.000Z,Tropical Storm,Alex,20.3,-91.7,60,989,7,330,,
AL012010,2010-06-28T21:00:00.000Z,Tropical Storm,Alex,20.5,-91.8,60,990,5,330,,
AL012010,2010-06-29T03:00:00.000Z,Tropical Storm,Alex,21,-91.6,65,985,5,0,,
AL012010,2010-06-29T09:00:00.000Z,Tropical Storm,Alex,21.7,-91.9,70,984,8,340,,
AL012010,2010-06-29T15:00:00.000Z,Tropical Storm,Alex,22.7,-93.1,70,982,12,325,,
AL012010,2010-06-29T21:00:00.000Z,Tropical Storm,Alex,23.2,-94,70,981,13,310,,
AL012010,2010-06-30T03:00:00.000Z,Hurricane,Alex,23.1,-94.8,75,973,9,280,15,175
AL012010,2010-06-30T09:00:00.000Z,Hurricane,Alex,23.3,-95.1,80,961,7,290,25,200
AL012010,2010-06-30T15:00:00.000Z,Hurricane,Alex,23.8,-95.5,80,961,7,320,,
AL012010,2010-06-30T21:00:00.000Z,Hurricane,Alex,24.5,-96.8,90,959,13,270,,
AL012010,2010-07-01T03:00:00.000Z,Hurricane,Alex,24.3,-97.8,100,947,10,260,35,205
AL012010,2010-07-01T09:00:00.000Z,Hurricane,Alex,24,-99,80,971,12,260,25,205
AL012010,2010-07-01T15:00:00.000Z,Tropical Storm,Alex,23.1,-100.3,50,985,13,260,,
AL012010,2010-07-01T21:00:00.000Z,Tropical Storm,Alex,23.2,-101.2,40,990,13,270,,
AL012010,2010-07-02T03:00:00.000Z,Tropical Depression,Alex,23.3,-102.4,30,1000,12,275,,
