"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL162017,2017-10-04T15:00:00.000Z,Tropical Depression,Sixteen,12.2,-81.9,35,1005,7,305,,
AL162017,2017-10-04T21:00:00.000Z,Tropical Depression,Sixteen,12.5,-82.5,35,1005,7,315,,
AL162017,2017-10-05T03:00:00.000Z,Tropical Depression,Sixteen,12.8,-82.7,35,1004,6,310,,
AL162017,2017-10-05T09:00:00.000Z,Tropical Depression,Sixteen,13.3,-83.3,35,1004,7,315,,
AL162017,2017-10-05T15:00:00.000Z,Tropical Storm,Nate,14.3,-83.7,40,999,9,325,,
AL162017,2017-10-05T21:00:00.000Z,Tropical Storm,Nate,14.9,-84.3,40,1000,10,330,,
AL162017,2017-10-06T03:00:00.000Z,Tropical Storm,Nate,15.8,-84.7,40,1000,12,325,,
AL162017,2017-10-06T09:00:00.000Z,Tropical Storm,Nate,16.9,-85.1,45,999,14,340,,
AL162017,2017-10-06T15:00:00.000Z,Tropical Storm,Nate,18.7,-85,50,996,21,340,,
AL162017,2017-10-06T21:00:00.000Z,Tropical Storm,Nate,20.3,-85.7,60,993,21,340,,
AL162017,2017-10-07T03:00:00.000Z,Tropical Storm,Nate,22.3,-86.4,70,990,22,340,,
AL162017,2017-10-07T09:00:00.000Z,Hurricane,Nate,24.5,-87,80,987,22,340,35,125
AL162017,2017-10-07T15:00:00.000Z,Hurricane,Nate,26.6,-88.4,90,984,26,340,35,125
AL162017,2017-10-07T21:00:00.000Z,Hurricane,Nate,28.4,-89.1,90,981,23,345,40,125
AL162017,2017-10-08T03:00:00.000Z,Hurricane,Nate,29.9,-89.1,85,984,20,360,35,125
AL162017,2017-10-08T09:00:00.000Z,Tropical Storm,Nate,31.5,-88.4,70,986,23,25,,
AL162017,2017-10-08T15:00:00.000Z,Tropical Depression,Nate,33.1,-87.3,35,996,24,30,,
