"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL212010,2010-10-29T21:00:00.000Z,Tropical Storm,Tomas,11.1,-57.5,40,998,17,295,,
AL212010,2010-10-30T00:00:00.000Z,Tropical Storm,Tomas,11.6,-57.6,60,999,15,300,,
AL212010,2010-10-30T03:00:00.000Z,Tropical Storm,Tomas,12.2,-58.4,65,997,16,300,,
AL212010,2010-10-30T09:00:00.000Z,Tropical Storm,Tomas,12.9,-59.5,70,994,15,300,,
AL212010,2010-10-30T15:00:00.000Z,Hurricane,Tomas,13.3,-60.7,75,993,15,290,,
AL212010,2010-10-30T21:00:00.000Z,Hurricane,Tomas,13.5,-61.4,75,992,10,290,,
AL212010,2010-10-30T22:00:00.000Z,Hurricane,Tomas,13.5,-61.6,90,982,10,290,25,175
AL212010,2010-10-31T03:00:00.000Z,Hurricane,Tomas,13.6,-62.1,90,982,9,285,40,175
AL212010,2010-10-31T09:00:00.000Z,Hurricane,Tomas,14,-62.9,100,983,8,290,40,175
AL212010,2010-10-31T15:00:00.000Z,Hurricane,Tomas,14,-63.7,90,986,9,285,40,175
AL212010,2010-10-31T21:00:00.000Z,Hurricane,Tomas,14.4,-64.9,75,994,12,280,15,150
AL212010,2010-11-01T03:00:00.000Z,Tropical Storm,Tomas,14.2,-66.5,65,997,15,270,,
AL212010,2010-11-01T09:00:00.000Z,Tropical Storm,Tomas,13.8,-67.7,50,1003,14,260,,
AL212010,2010-11-01T15:00:00.000Z,Tropical Storm,Tomas,13.6,-68.7,45,1005,14,255,,
AL212010,2010-11-01T21:00:00.000Z,Tropical Storm,Tomas,13.4,-69.7,45,1005,12,260,,
AL212010,2010-11-02T03:00:00.000Z,Tropical Storm,Tomas,13.5,-70.8,45,1005,12,270,,
AL212010,2010-11-02T09:00:00.000Z,Tropical Storm,Tomas,13.5,-72,50,1003,12,270,,
AL212010,2010-11-02T15:00:00.000Z,Tropical Storm,Tomas,13.5,-72.6,50,1003,10,270,,
AL212010,2010-11-02T21:00:00.000Z,Tropical Storm,Tomas,13.5,-74.6,40,1006,14,270,,
AL212010,2010-11-03T03:00:00.000Z,Tropical Storm,Tomas,13.7,-75.1,40,1006,8,280,,
AL212010,2010-11-03T09:00:00.000Z,Tropical Depression,Tomas,13.5,-75.5,35,1006,5,285,,
AL212010,2010-11-03T15:00:00.000Z,Tropical Depression,Tomas,14.1,-75.9,35,1006,6,295,,
AL212010,2010-11-03T21:00:00.000Z,Tropical Storm,Tomas,14.9,-74.8,45,1003,6,335,,
AL212010,2010-11-04T03:00:00.000Z,Tropical Storm,Tomas,15.4,-75.2,45,1003,6,330,,
AL212010,2010-11-04T09:00:00.000Z,Tropical Storm,Tomas,15.8,-76.1,50,997,7,330,,
AL212010,2010-11-04T15:00:00.000Z,Tropical Storm,Tomas,16.3,-76.1,50,996,8,350,,
AL212010,2010-11-04T21:00:00.000Z,Tropical Storm,Tomas,16.6,-76,50,995,5,350,,
AL212010,2010-11-05T03:00:00.000Z,Tropical Storm,Tomas,17.3,-75.5,65,989,9,30,,
AL212010,2010-11-05T09:00:00.000Z,Hurricane,Tomas,18.1,-74.9,80,984,9,35,15,140
AL212010,2010-11-05T15:00:00.000Z,Hurricane,Tomas,19.1,-74.4,85,987,12,30,15,140
AL212010,2010-11-05T21:00:00.000Z,Hurricane,Tomas,20.3,-73.8,75,991,14,35,25,140
AL212010,2010-11-06T03:00:00.000Z,Hurricane,Tomas,20.8,-72.8,75,994,13,45,25,120
AL212010,2010-11-06T09:00:00.000Z,Tropical Storm,Tomas,21.9,-71.3,70,993,15,50,,
AL212010,2010-11-06T15:00:00.000Z,Tropical Storm,Tomas,23.1,-70.6,65,991,16,45,,
AL212010,2010-11-06T21:00:00.000Z,Tropical Storm,Tomas,24.2,-70,65,991,15,30,,
AL212010,2010-11-07T00:00:00.000Z,Hurricane,Tomas,25,-69.7,80,986,15,20,25,100
AL212010,2010-11-07T03:00:00.000Z,Hurricane,Tomas,25.2,-69.6,80,987,10,25,25,100
AL212010,2010-11-07T09:00:00.000Z,Hurricane,Tomas,26.2,-68.8,75,989,7,40,25,200
AL212010,2010-11-07T15:00:00.000Z,Tropical Storm,Tomas,26,-69.6,60,997,6,5,,
AL212010,2010-11-07T21:00:00.000Z,Tropical Storm,Tomas,26.1,-69.1,60,997,3,20,,
