"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL082011,2011-08-19T03:00:00.000Z,Tropical Depression,Eight,15.4,-82.1,35,1006,12,270,,
AL082011,2011-08-19T09:00:00.000Z,Tropical Depression,Eight,15.5,-83.2,35,1006,12,270,,
AL082011,2011-08-19T15:00:00.000Z,Tropical Depression,Eight,16.1,-83.7,35,1005,10,275,,
AL082011,2011-08-19T21:00:00.000Z,Tropical Storm,Harvey,16.5,-84.7,45,1002,12,280,,
AL082011,2011-08-20T03:00:00.000Z,Tropical Storm,Harvey,16.2,-85.2,60,994,9,275,,
AL082011,2011-08-20T09:00:00.000Z,Tropical Storm,Harvey,16.4,-86.5,60,994,12,275,,
AL082011,2011-08-20T15:00:00.000Z,Tropical Storm,Harvey,16.8,-87.6,60,998,12,280,,
AL082011,2011-08-20T21:00:00.000Z,Tropical Storm,Harvey,17.2,-88.8,50,998,13,285,,
AL082011,2011-08-21T03:00:00.000Z,Tropical Storm,Harvey,17.4,-90.2,40,1003,14,280,,
AL082011,2011-08-21T09:00:00.000Z,Tropical Depression,Harvey,17.7,-92,35,1005,15,280,,
AL082011,2011-08-21T15:00:00.000Z,Tropical Depression,Harvey,17.7,-92.6,30,1006,13,275,,
AL082011,2011-08-21T21:00:00.000Z,Tropical Depression,Harvey,18.6,-93.8,30,1007,14,290,,
AL082011,2011-08-22T03:00:00.000Z,Tropical Depression,Harvey,19,-95,35,1005,12,300,,
AL082011,2011-08-22T09:00:00.000Z,Tropical Depression,Harvey,18.4,-96,35,1005,10,255,,
AL082011,2011-08-22T15:00:00.000Z,Remnants Of,Harvey,18.1,-97.3,30,1008,13,260,,
