"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL202021,2021-09-29T15:00:00.000Z,Tropical Depression,Twenty,8.3,-24.6,35,1007,14,290,,
AL202021,2021-09-29T21:00:00.000Z,Tropical Storm,Victor,8.3,-25.5,40,1005,13,290,,
AL202021,2021-09-30T03:00:00.000Z,Tropical Storm,Victor,8.4,-26.7,40,1005,13,290,,
AL202021,2021-09-30T09:00:00.000Z,Tropical Storm,Victor,8.7,-27.3,45,1004,13,290,,
AL202021,2021-09-30T15:00:00.000Z,Tropical Storm,Victor,9.5,-28.9,45,1004,14,290,,
AL202021,2021-09-30T21:00:00.000Z,Tropical Storm,Victor,9.9,-30,45,1003,14,290,,
AL202021,2021-10-01T03:00:00.000Z,Tropical Storm,Victor,10.6,-30.7,60,997,12,300,,
AL202021,2021-10-01T09:00:00.000Z,Tropical Storm,Victor,11.7,-32.3,60,997,15,305,,
AL202021,2021-10-01T15:00:00.000Z,Tropical Storm,Victor,11.5,-33.5,65,997,15,295,,
AL202021,2021-10-01T21:00:00.000Z,Tropical Storm,Victor,12,-34.3,65,997,13,295,,
AL202021,2021-10-02T03:00:00.000Z,Tropical Storm,Victor,12.3,-35.3,60,999,13,290,,
AL202021,2021-10-02T09:00:00.000Z,Tropical Storm,Victor,12.8,-36.3,50,1001,13,300,,
AL202021,2021-10-02T15:00:00.000Z,Tropical Storm,Victor,13.1,-37.2,40,1005,12,305,,
AL202021,2021-10-02T21:00:00.000Z,Tropical Depression,Victor,13.7,-38,35,1007,14,310,,
AL202021,2021-10-03T03:00:00.000Z,Tropical Depression,Victor,14.8,-38.9,35,1005,14,310,,
AL202021,2021-10-03T09:00:00.000Z,Tropical Depression,Victor,16.1,-39.9,35,1007,16,315,,
AL202021,2021-10-03T15:00:00.000Z,Tropical Depression,Victor,16.1,-40.3,35,1007,12,310,,
AL202021,2021-10-03T21:00:00.000Z,Tropical Depression,Victor,17.1,-41.3,35,1007,13,315,,
AL202021,2021-10-04T03:00:00.000Z,Tropical Depression,Victor,17.8,-43,35,1007,15,305,,
