"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL252020,2020-10-02T15:00:00.000Z,Tropical Depression,Twenty,18.1,-84.7,35,1005,9,315,,
AL252020,2020-10-02T21:00:00.000Z,Tropical Depression,Twenty,18.8,-85.3,35,1005,9,315,,
AL252020,2020-10-03T03:00:00.000Z,Tropical Storm,Gamma,19.1,-86.1,40,998,9,315,,
AL252020,2020-10-03T09:00:00.000Z,Tropical Storm,Gamma,19.4,-86.9,50,992,9,305,,
AL252020,2020-10-03T15:00:00.000Z,Tropical Storm,Gamma,20,-87.3,70,983,9,315,,
AL252020,2020-10-03T21:00:00.000Z,Tropical Storm,Gamma,20.7,-87.7,65,985,8,325,,
AL252020,2020-10-04T03:00:00.000Z,Tropical Storm,Gamma,21.3,-88,60,990,7,325,,
AL252020,2020-10-04T09:00:00.000Z,Tropical Storm,Gamma,22,-88.2,50,995,5,355,,
AL252020,2020-10-04T15:00:00.000Z,Tropical Storm,Gamma,22.2,-88.2,60,996,2,360,,
AL252020,2020-10-04T21:00:00.000Z,Tropical Storm,Gamma,22.4,-87.8,60,997,NaN,0,,
AL252020,2020-10-05T03:00:00.000Z,Tropical Storm,Gamma,22.8,-87.2,60,998,2,90,,
AL252020,2020-10-05T09:00:00.000Z,Tropical Storm,Gamma,22.7,-87.5,50,999,2,240,,
AL252020,2020-10-05T15:00:00.000Z,Tropical Storm,Gamma,22.3,-87.6,45,1003,2,205,,
AL252020,2020-10-05T21:00:00.000Z,Tropical Depression,Gamma,22.1,-88.1,35,1005,5,230,,
AL252020,2020-10-06T03:00:00.000Z,Post-tropical Cyclone,Gamma,21.6,-88.4,35,1005,6,220,,
