"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL122016,2016-09-14T15:00:00.000Z,Tropical Depression,Twelve,17,-25,35,1009,14,300,,
AL122016,2016-09-14T21:00:00.000Z,Tropical Depression,Twelve,17.4,-26.5,35,1009,15,295,,
AL122016,2016-09-15T03:00:00.000Z,Tropical Depression,Twelve,17.6,-27.5,35,1009,14,280,,
AL122016,2016-09-15T09:00:00.000Z,Tropical Depression,Twelve,17.6,-29.3,35,1009,16,275,,
AL122016,2016-09-15T15:00:00.000Z,Tropical Depression,Twelve,17.7,-30.4,35,1009,13,275,,
AL122016,2016-09-15T21:00:00.000Z,Tropical Depression,Twelve,17.8,-31.4,35,1008,13,275,,
AL122016,2016-09-16T03:00:00.000Z,Tropical Storm,Karl,17.9,-32.5,45,1005,14,280,,
AL122016,2016-09-16T09:00:00.000Z,Tropical Storm,Karl,18.3,-33.4,45,1005,13,280,,
AL122016,2016-09-16T15:00:00.000Z,Tropical Storm,Karl,18.4,-34.3,45,1005,13,280,,
AL122016,2016-09-16T21:00:00.000Z,Tropical Storm,Karl,18.8,-35.6,45,1005,14,280,,
AL122016,2016-09-17T03:00:00.000Z,Tropical Storm,Karl,18.5,-37,45,1005,15,270,,
AL122016,2016-09-17T09:00:00.000Z,Tropical Storm,Karl,18.2,-38.2,45,1004,14,265,,
AL122016,2016-09-17T15:00:00.000Z,Tropical Storm,Karl,18.3,-39,45,1004,13,265,,
AL122016,2016-09-17T21:00:00.000Z,Tropical Storm,Karl,18.1,-40.4,45,1005,13,265,,
AL122016,2016-09-18T03:00:00.000Z,Tropical Storm,Karl,17.8,-41.3,40,1006,12,265,,
AL122016,2016-09-18T09:00:00.000Z,Tropical Storm,Karl,17.7,-42.3,40,1006,13,265,,
AL122016,2016-09-18T15:00:00.000Z,Tropical Storm,Karl,18,-43.4,40,1006,13,270,,
AL122016,2016-09-18T21:00:00.000Z,Tropical Storm,Karl,18.3,-45,40,1006,15,280,,
AL122016,2016-09-19T03:00:00.000Z,Tropical Storm,Karl,18.3,-46.3,40,1006,15,275,,
AL122016,2016-09-19T09:00:00.000Z,Tropical Storm,Karl,18.2,-47.7,40,1006,15,270,,
AL122016,2016-09-19T15:00:00.000Z,Tropical Storm,Karl,18.6,-48.3,40,1006,13,275,,
AL122016,2016-09-19T21:00:00.000Z,Tropical Storm,Karl,19.3,-49.2,40,1006,12,290,,
AL122016,2016-09-20T03:00:00.000Z,Tropical Storm,Karl,19.7,-50.5,45,1005,14,290,,
AL122016,2016-09-20T09:00:00.000Z,Tropical Storm,Karl,20.2,-52.8,40,1006,17,290,,
AL122016,2016-09-20T15:00:00.000Z,Tropical Storm,Karl,20,-54.3,40,1006,17,275,,
AL122016,2016-09-20T21:00:00.000Z,Tropical Storm,Karl,20.1,-55.2,40,1005,14,275,,
AL122016,2016-09-21T03:00:00.000Z,Tropical Storm,Karl,19.9,-56.7,40,1006,14,270,,
AL122016,2016-09-21T09:00:00.000Z,Tropical Depression,Karl,20.2,-57.6,35,1006,14,280,,
AL122016,2016-09-21T15:00:00.000Z,Tropical Depression,Karl,20.8,-57.8,35,1007,9,295,,
AL122016,2016-09-21T21:00:00.000Z,Tropical Depression,Karl,21.9,-58.7,35,1007,12,305,,
AL122016,2016-09-22T03:00:00.000Z,Tropical Depression,Karl,22.9,-59.6,35,1007,15,315,,
AL122016,2016-09-22T09:00:00.000Z,Tropical Depression,Karl,24,-60.7,35,1007,16,315,,
AL122016,2016-09-22T15:00:00.000Z,Tropical Depression,Karl,25,-62.3,35,1007,17,305,,
AL122016,2016-09-22T21:00:00.000Z,Tropical Storm,Karl,25.5,-63.2,40,1005,16,310,,
AL122016,2016-09-23T03:00:00.000Z,Tropical Storm,Karl,27,-64,45,1001,16,315,,
AL122016,2016-09-23T09:00:00.000Z,Tropical Storm,Karl,27.9,-64.8,60,999,15,325,,
AL122016,2016-09-23T15:00:00.000Z,Tropical Storm,Karl,28.6,-64.8,60,992,12,360,,
AL122016,2016-09-23T21:00:00.000Z,Tropical Storm,Karl,29.9,-65.1,60,988,13,360,,
AL122016,2016-09-24T03:00:00.000Z,Tropical Storm,Karl,30.8,-65.1,65,990,13,20,,
AL122016,2016-09-24T09:00:00.000Z,Tropical Storm,Karl,31.7,-64.3,65,994,17,35,,
AL122016,2016-09-24T15:00:00.000Z,Tropical Storm,Karl,32.8,-62.7,65,994,18,50,,
AL122016,2016-09-24T21:00:00.000Z,Tropical Storm,Karl,33.6,-61.1,65,994,23,60,,
AL122016,2016-09-25T03:00:00.000Z,Tropical Storm,Karl,35,-58,65,992,29,55,,
AL122016,2016-09-25T09:00:00.000Z,Tropical Storm,Karl,37.5,-53.5,70,990,46,55,,
AL122016,2016-09-25T15:00:00.000Z,Post-tropical Cyclone,Karl,39.9,-47.9,70,986,49,55,,
