"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL142016,2016-09-28T15:00:00.000Z,Tropical Storm,Matthew,13.4,-60.7,60,1008,21,275,,
AL142016,2016-09-28T21:00:00.000Z,Tropical Storm,Matthew,13.8,-62,60,1008,18,280,,
AL142016,2016-09-29T03:00:00.000Z,Tropical Storm,Matthew,13.9,-63.1,65,1004,15,270,,
AL142016,2016-09-29T09:00:00.000Z,Tropical Storm,Matthew,14,-64.7,65,1002,16,275,,
AL142016,2016-09-29T15:00:00.000Z,Tropical Storm,Matthew,14.2,-66.3,70,996,15,275,,
AL142016,2016-09-29T21:00:00.000Z,Hurricane,Matthew,14.1,-67.8,75,993,17,270,70,185
AL142016,2016-09-30T03:00:00.000Z,Hurricane,Matthew,14.1,-68.8,80,983,14,270,,
AL142016,2016-09-30T06:00:00.000Z,Hurricane,Matthew,14.1,-69.3,100,979,14,270,45,185
AL142016,2016-09-30T09:00:00.000Z,Hurricane,Matthew,14,-69.9,100,979,14,265,45,185
AL142016,2016-09-30T15:00:00.000Z,Hurricane,Matthew,13.7,-70.8,115,968,12,255,35,195
AL142016,2016-09-30T21:00:00.000Z,Hurricane,Matthew,13.5,-71.6,140,949,9,255,35,195
AL142016,2016-10-01T03:00:00.000Z,Hurricane,Matthew,13.3,-72.3,160,941,7,265,45,205
AL142016,2016-10-01T09:00:00.000Z,Hurricane,Matthew,13.3,-72.8,155,942,7,270,45,205
AL142016,2016-10-01T15:00:00.000Z,Hurricane,Matthew,13.4,-73.4,145,947,6,270,30,205
AL142016,2016-10-01T21:00:00.000Z,Hurricane,Matthew,13.5,-73.4,150,940,3,315,25,205
AL142016,2016-10-02T03:00:00.000Z,Hurricane,Matthew,13.8,-73.6,150,940,7,335,25,205
AL142016,2016-10-02T09:00:00.000Z,Hurricane,Matthew,13.9,-74.1,150,940,5,320,25,205
AL142016,2016-10-02T15:00:00.000Z,Hurricane,Matthew,14,-74.6,140,947,3,270,35,205
AL142016,2016-10-02T21:00:00.000Z,Hurricane,Matthew,14.6,-74.8,145,945,5,325,35,205
AL142016,2016-10-03T03:00:00.000Z,Hurricane,Matthew,14.7,-75,145,943,5,360,25,195
AL142016,2016-10-03T09:00:00.000Z,Hurricane,Matthew,15.2,-74.9,130,943,6,360,30,195
AL142016,2016-10-03T15:00:00.000Z,Hurricane,Matthew,15.6,-75,140,941,6,360,35,185
AL142016,2016-10-03T21:00:00.000Z,Hurricane,Matthew,16.3,-74.7,140,940,7,10,40,185
AL142016,2016-10-04T03:00:00.000Z,Hurricane,Matthew,16.9,-74.6,145,934,7,360,40,185
AL142016,2016-10-04T09:00:00.000Z,Hurricane,Matthew,17.8,-74.4,145,934,9,5,40,185
AL142016,2016-10-04T15:00:00.000Z,Hurricane,Matthew,18.9,-74.3,145,950,10,360,60,185
AL142016,2016-10-04T21:00:00.000Z,Hurricane,Matthew,19.8,-74.3,140,949,9,360,45,175
AL142016,2016-10-05T03:00:00.000Z,Hurricane,Matthew,20.4,-74.4,130,950,8,350,45,175
AL142016,2016-10-05T09:00:00.000Z,Hurricane,Matthew,21.1,-74.6,125,962,10,350,40,160
AL142016,2016-10-05T15:00:00.000Z,Hurricane,Matthew,21.8,-75.2,120,962,12,325,45,175
AL142016,2016-10-05T21:00:00.000Z,Hurricane,Matthew,22.5,-75.7,120,963,12,320,45,175
AL142016,2016-10-06T03:00:00.000Z,Hurricane,Matthew,23.4,-76.4,115,961,10,320,45,175
AL142016,2016-10-06T09:00:00.000Z,Hurricane,Matthew,24.2,-77.1,125,944,12,320,40,160
AL142016,2016-10-06T15:00:00.000Z,Hurricane,Matthew,25.1,-77.8,140,940,14,325,60,160
AL142016,2016-10-06T21:00:00.000Z,Hurricane,Matthew,26.2,-78.6,140,938,13,325,60,185
AL142016,2016-10-07T03:00:00.000Z,Hurricane,Matthew,27.1,-79.2,130,939,13,325,60,185
AL142016,2016-10-07T09:00:00.000Z,Hurricane,Matthew,28.2,-80,120,938,13,330,60,185
AL142016,2016-10-07T15:00:00.000Z,Hurricane,Matthew,29.4,-80.5,120,947,12,345,60,185
AL142016,2016-10-07T21:00:00.000Z,Hurricane,Matthew,30.2,-80.7,110,948,12,360,60,185
AL142016,2016-10-08T03:00:00.000Z,Hurricane,Matthew,31.2,-80.5,105,948,12,10,60,185
AL142016,2016-10-08T09:00:00.000Z,Hurricane,Matthew,32,-80.5,105,955,12,15,45,185
AL142016,2016-10-08T15:00:00.000Z,Hurricane,Matthew,33,-79.4,75,967,12,55,25,185
AL142016,2016-10-08T21:00:00.000Z,Hurricane,Matthew,33.8,-78.2,75,977,13,70,25,185
AL142016,2016-10-09T03:00:00.000Z,Hurricane,Matthew,34.1,-76.5,75,982,14,70,70,185
AL142016,2016-10-09T09:00:00.000Z,Post-tropical Cyclone,Matthew,34.9,-75.1,75,983,14,65,70,240
AL142016,2016-10-09T15:00:00.000Z,Post-tropical Cyclone,Matthew,35.2,-73.7,75,984,15,80,70,240
AL142016,2016-10-09T21:00:00.000Z,Post-tropical Cyclone,Matthew,35.4,-72,75,988,15,75,90,240
