"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL072012,2012-08-09T21:00:00.000Z,Tropical Depression,Seven,13.7,-43.8,35,1010,20,270,,
AL072012,2012-08-10T03:00:00.000Z,Tropical Depression,Seven,13.7,-45.5,35,1009,20,270,,
AL072012,2012-08-10T09:00:00.000Z,Tropical Depression,Seven,13.6,-47.2,35,1009,20,270,,
AL072012,2012-08-10T15:00:00.000Z,Tropical Depression,Seven,13.7,-49.5,35,1009,23,270,,
AL072012,2012-08-10T21:00:00.000Z,Tropical Depression,Seven,13.7,-51.9,35,1009,24,270,,
AL072012,2012-08-11T03:00:00.000Z,Tropical Depression,Seven,13.9,-54.1,35,1009,24,275,,
AL072012,2012-08-11T09:00:00.000Z,Tropical Depression,Seven,14,-56.1,35,1009,24,275,,
AL072012,2012-08-11T15:00:00.000Z,Remnants Of,Seven,13.3,-58.9,35,1011,25,270,,
AL072012,2012-08-17T21:30:00.000Z,Tropical Storm,Helene,20.6,-96.1,45,1004,7,310,,
AL072012,2012-08-18T03:00:00.000Z,Tropical Storm,Helene,21,-96.4,40,1006,7,310,,
AL072012,2012-08-18T09:00:00.000Z,Tropical Storm,Helene,21.6,-97,40,1007,7,315,,
AL072012,2012-08-18T15:00:00.000Z,Tropical Depression,Helene,22,-98,35,1008,9,305,,
AL072012,2012-08-18T21:00:00.000Z,Tropical Depression,Helene,22.6,-98.8,30,1010,5,295,,
AL072012,2012-08-19T03:00:00.000Z,Post-tropical Cyclone,Helene,22.8,-99.1,30,1009,3,315,,
