"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL072017,2017-08-06T21:00:00.000Z,Potential Tropical Cyclone,Seven,15.6,-82,35,1008,12,290,,
AL072017,2017-08-07T03:00:00.000Z,Tropical Storm,Franklin,16.4,-83,40,1006,13,295,,
AL072017,2017-08-07T09:00:00.000Z,Tropical Storm,Franklin,17.1,-84.2,45,1005,13,300,,
AL072017,2017-08-07T15:00:00.000Z,Tropical Storm,Franklin,17.7,-85.1,60,999,14,300,,
AL072017,2017-08-07T21:00:00.000Z,Tropical Storm,Franklin,18.6,-85.9,60,998,13,310,,
AL072017,2017-08-08T03:00:00.000Z,Tropical Storm,Franklin,19.1,-87.3,60,995,14,300,,
AL072017,2017-08-08T09:00:00.000Z,Tropical Storm,Franklin,19.3,-88.5,50,998,14,290,,
AL072017,2017-08-08T15:00:00.000Z,Tropical Storm,Franklin,19.6,-89.6,45,1001,13,290,,
AL072017,2017-08-08T21:00:00.000Z,Tropical Storm,Franklin,20.2,-90.3,40,1001,12,290,,
AL072017,2017-08-09T03:00:00.000Z,Tropical Storm,Franklin,20.3,-91.3,50,996,10,285,,
AL072017,2017-08-09T09:00:00.000Z,Tropical Storm,Franklin,20.4,-92.7,65,994,13,280,,
AL072017,2017-08-09T15:00:00.000Z,Tropical Storm,Franklin,20.2,-93.9,70,985,13,270,,
AL072017,2017-08-09T21:00:00.000Z,Hurricane,Franklin,20.1,-94.9,75,984,12,270,35,140
AL072017,2017-08-10T03:00:00.000Z,Hurricane,Franklin,20.2,-96.1,85,985,13,270,35,150
AL072017,2017-08-10T09:00:00.000Z,Tropical Storm,Franklin,19.9,-97.6,70,992,15,260,,
AL072017,2017-08-10T15:00:00.000Z,Remnants Of,Franklin,19.7,-99.2,30,1000,20,260,,
