"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL012022,2022-06-02T21:00:00.000Z,Potential Tropical Cyclone,One,21.4,-87.5,35,1003,5,360,,
AL012022,2022-06-03T00:00:00.000Z,Potential Tropical Cyclone,One,21.5,-87.5,35,1003,5,360,,
AL012022,2022-06-03T03:00:00.000Z,Potential Tropical Cyclone,One,21.8,-87.4,35,1003,6,360,,
