"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL122024,2024-09-29T21:00:00.000Z,Tropical Depression,Twelve,13.8,-32.5,35,1006,9,270,,
AL122024,2024-09-30T03:00:00.000Z,Tropical Depression,Twelve,13.9,-33.2,35,1006,7,280,,
AL122024,2024-09-30T09:00:00.000Z,Tropical Depression,Twelve,14,-34.1,35,1005,8,275,,
AL122024,2024-09-30T13:35:00.000Z,Tropical Storm,Kirk,13.5,-34.4,45,1005,8,275,,
AL122024,2024-09-30T15:00:00.000Z,Tropical Storm,Kirk,13.5,-34.8,50,1001,12,270,,
AL122024,2024-09-30T21:00:00.000Z,Tropical Storm,Kirk,13.6,-35.7,60,999,12,275,,
AL122024,2024-10-01T03:00:00.000Z,Tropical Storm,Kirk,14.4,-36.8,60,998,12,285,,
AL122024,2024-10-01T09:00:00.000Z,Tropical Storm,Kirk,14.9,-38,60,998,14,295,,
AL122024,2024-10-01T15:00:00.000Z,Tropical Storm,Kirk,15.3,-39.2,70,988,13,300,,
AL122024,2024-10-01T21:00:00.000Z,Hurricane,Kirk,16.2,-40.1,75,986,12,305,30,195
AL122024,2024-10-02T03:00:00.000Z,Hurricane,Kirk,16.7,-40.8,75,986,13,310,30,195
AL122024,2024-10-02T09:00:00.000Z,Hurricane,Kirk,17.5,-42.1,80,984,14,305,30,195
AL122024,2024-10-02T15:00:00.000Z,Hurricane,Kirk,18,-43,85,980,12,305,35,205
AL122024,2024-10-02T21:00:00.000Z,Hurricane,Kirk,18.9,-44,90,975,12,310,35,220
AL122024,2024-10-03T00:00:00.000Z,Hurricane,Kirk,19.3,-44.3,120,955,12,315,35,220
AL122024,2024-10-03T03:00:00.000Z,Hurricane,Kirk,19.5,-44.5,125,952,10,310,35,220
AL122024,2024-10-03T09:00:00.000Z,Hurricane,Kirk,20,-45,120,955,10,315,35,185
AL122024,2024-10-03T15:00:00.000Z,Hurricane,Kirk,20.4,-45.9,125,948,10,310,35,185
AL122024,2024-10-03T21:00:00.000Z,Hurricane,Kirk,21.1,-46.7,130,945,12,315,35,185
AL122024,2024-10-04T03:00:00.000Z,Hurricane,Kirk,21.5,-47.5,145,935,10,305,35,185
AL122024,2024-10-04T09:00:00.000Z,Hurricane,Kirk,22.3,-48.1,145,934,10,310,35,195
AL122024,2024-10-04T15:00:00.000Z,Hurricane,Kirk,23,-48.9,140,939,12,315,35,195
AL122024,2024-10-04T21:00:00.000Z,Hurricane,Kirk,23.7,-49.4,130,943,12,325,35,220
AL122024,2024-10-05T03:00:00.000Z,Hurricane,Kirk,25,-49.8,130,943,13,330,45,220
AL122024,2024-10-05T09:00:00.000Z,Hurricane,Kirk,26.2,-50.2,125,945,13,340,60,220
AL122024,2024-10-05T15:00:00.000Z,Hurricane,Kirk,27.6,-50.3,120,949,16,355,60,230
AL122024,2024-10-05T21:00:00.000Z,Hurricane,Kirk,29.6,-50,120,949,20,5,60,230
AL122024,2024-10-06T03:00:00.000Z,Hurricane,Kirk,31.3,-49.3,115,951,20,5,60,230
AL122024,2024-10-06T09:00:00.000Z,Hurricane,Kirk,33.5,-49,105,957,23,15,70,230
AL122024,2024-10-06T15:00:00.000Z,Hurricane,Kirk,35.6,-47.7,100,960,25,35,115,290
