"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL062015,2015-08-30T05:30:00.000Z,Tropical Depression,Six,12.1,-18.4,35,1007,12,305,,
AL062015,2015-08-30T09:00:00.000Z,Tropical Storm,Fred,12.4,-18.9,40,1005,12,305,,
AL062015,2015-08-30T15:00:00.000Z,Tropical Storm,Fred,13.4,-19.9,50,1003,12,310,,
AL062015,2015-08-30T21:00:00.000Z,Tropical Storm,Fred,14.4,-21.3,65,998,16,310,,
AL062015,2015-08-31T03:00:00.000Z,Tropical Storm,Fred,15.3,-22.4,70,995,15,310,,
AL062015,2015-08-31T09:00:00.000Z,Hurricane,Fred,15.6,-22.9,80,989,12,305,15,80
AL062015,2015-08-31T15:00:00.000Z,Hurricane,Fred,16.4,-23.7,85,986,12,310,15,80
AL062015,2015-08-31T21:00:00.000Z,Hurricane,Fred,17.2,-24.6,80,989,12,310,15,80
AL062015,2015-09-01T03:00:00.000Z,Tropical Storm,Fred,17.9,-25.2,70,995,12,310,,
AL062015,2015-09-01T09:00:00.000Z,Tropical Storm,Fred,18,-26.1,65,997,12,300,,
AL062015,2015-09-01T15:00:00.000Z,Tropical Storm,Fred,18.3,-27,50,1003,10,300,,
AL062015,2015-09-01T21:00:00.000Z,Tropical Storm,Fred,18.8,-28.1,50,1003,12,300,,
AL062015,2015-09-02T03:00:00.000Z,Tropical Storm,Fred,19.4,-29.1,50,1003,13,295,,
AL062015,2015-09-02T09:00:00.000Z,Tropical Storm,Fred,19.5,-30.1,45,1005,10,295,,
AL062015,2015-09-02T15:00:00.000Z,Tropical Storm,Fred,19.8,-30.9,45,1004,10,290,,
AL062015,2015-09-02T21:00:00.000Z,Tropical Storm,Fred,20.3,-31.8,40,1006,10,290,,
AL062015,2015-09-03T03:00:00.000Z,Tropical Storm,Fred,20.6,-32.7,40,1006,10,295,,
AL062015,2015-09-03T09:00:00.000Z,Tropical Storm,Fred,20.8,-33.2,45,1005,8,295,,
AL062015,2015-09-03T15:00:00.000Z,Tropical Storm,Fred,21.5,-34.1,40,1005,9,295,,
AL062015,2015-09-03T21:00:00.000Z,Tropical Storm,Fred,22,-35.4,40,1005,12,295,,
AL062015,2015-09-04T03:00:00.000Z,Tropical Storm,Fred,22,-36.5,40,1005,12,285,,
AL062015,2015-09-04T09:00:00.000Z,Tropical Storm,Fred,22.1,-37.2,40,1005,10,275,,
AL062015,2015-09-04T15:00:00.000Z,Tropical Depression,Fred,22.3,-38.3,35,1006,9,285,,
AL062015,2015-09-04T21:00:00.000Z,Tropical Depression,Fred,22.6,-39.1,35,1006,9,285,,
AL062015,2015-09-05T03:00:00.000Z,Tropical Storm,Fred,22.8,-40.1,40,1009,10,290,,
AL062015,2015-09-05T09:00:00.000Z,Tropical Storm,Fred,23.2,-41,40,1007,12,290,,
AL062015,2015-09-05T15:00:00.000Z,Tropical Storm,Fred,23.4,-41.8,40,1007,8,295,,
AL062015,2015-09-05T21:00:00.000Z,Tropical Depression,Fred,23.8,-42.5,35,1008,6,315,,
AL062015,2015-09-06T03:00:00.000Z,Tropical Depression,Fred,24.1,-43.1,35,1010,10,320,,
AL062015,2015-09-06T09:00:00.000Z,Tropical Depression,Fred,24.9,-43.2,35,1010,10,355,,
AL062015,2015-09-06T15:00:00.000Z,Tropical Depression,Fred,25.7,-43.2,35,1010,9,5,,
AL062015,2015-09-06T21:00:00.000Z,Remnants Of,Fred,26.5,-42.5,30,1011,10,30,,
