"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL022009,2009-08-11T10:00:00.000Z,Tropical Depression,Two,14.4,-28.6,30,1006,13,270,,
AL022009,2009-08-11T15:00:00.000Z,Tropical Depression,Two,14.6,-29.6,30,1006,13,275,,
AL022009,2009-08-11T21:00:00.000Z,Tropical Depression,Two,14.6,-30.4,30,1006,12,275,,
AL022009,2009-08-12T03:00:00.000Z,Tropical Depression,Two,14.8,-31.5,35,1006,13,275,,
AL022009,2009-08-12T09:00:00.000Z,Tropical Depression,Two,14.6,-32.4,35,1006,12,270,,
AL022009,2009-08-12T15:00:00.000Z,Tropical Depression,Two,14.3,-33.8,35,1006,13,265,,
AL022009,2009-08-12T21:00:00.000Z,Tropical Depression,Two,14.3,-35,35,1006,14,265,,
AL022009,2009-08-13T03:00:00.000Z,Tropical Depression,Two,14,-36.3,35,1006,14,260,,
AL022009,2009-08-13T09:00:00.000Z,Tropical Depression,Two,14,-36.9,30,1007,12,270,,
AL022009,2009-08-13T15:00:00.000Z,Tropical Depression,Two,14,-37.6,30,1008,9,270,,
AL022009,2009-08-13T21:00:00.000Z,Tropical Depression,Two,14.2,-38.3,30,1008,8,275,,
AL022009,2009-08-15T04:00:00.000Z,Tropical Depression,Two,14.6,-45.8,35,1005,15,270,,
AL022009,2009-08-15T09:00:00.000Z,Tropical Storm,Ana,14.6,-46.8,40,1005,16,270,,
AL022009,2009-08-15T15:00:00.000Z,Tropical Storm,Ana,14.3,-48.3,40,1005,16,270,,
AL022009,2009-08-15T21:00:00.000Z,Tropical Storm,Ana,14.4,-50,40,1005,17,270,,
AL022009,2009-08-16T03:00:00.000Z,Tropical Storm,Ana,14.4,-51.5,40,1004,17,270,,
AL022009,2009-08-16T09:00:00.000Z,Tropical Storm,Ana,14.6,-53.8,40,1005,20,270,,
AL022009,2009-08-16T15:00:00.000Z,Tropical Storm,Ana,14.8,-55.8,40,1005,23,275,,
AL022009,2009-08-16T21:00:00.000Z,Tropical Depression,Ana,15.1,-58.8,35,1008,23,280,,
AL022009,2009-08-17T03:00:00.000Z,Tropical Depression,Ana,16,-61.2,35,1008,26,285,,
AL022009,2009-08-17T09:00:00.000Z,Tropical Depression,Ana,16.6,-63.9,35,1008,28,285,,
AL022009,2009-08-17T15:00:00.000Z,Tropical Depression,Ana,17.3,-66.2,35,1008,28,285,,
AL022009,2009-08-17T21:00:00.000Z,Tropical Depression,Ana,17.5,-68,35,1011,24,290,,
