"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL122012,2012-08-30T15:00:00.000Z,Tropical Depression,Twelve,14.1,-43.4,35,1007,20,275,,
AL122012,2012-08-30T21:00:00.000Z,Tropical Storm,Leslie,14.4,-45.3,45,1004,21,280,,
AL122012,2012-08-31T03:00:00.000Z,Tropical Storm,Leslie,14.7,-46.8,50,1002,18,280,,
AL122012,2012-08-31T09:00:00.000Z,Tropical Storm,Leslie,15.2,-47.8,65,999,16,285,,
AL122012,2012-08-31T15:00:00.000Z,Tropical Storm,Leslie,16.2,-49.1,65,999,17,295,,
AL122012,2012-08-31T21:00:00.000Z,Tropical Storm,Leslie,16.7,-51,65,999,18,295,,
AL122012,2012-09-01T03:00:00.000Z,Tropical Storm,Leslie,17.4,-52.8,65,999,21,295,,
AL122012,2012-09-01T09:00:00.000Z,Tropical Storm,Leslie,17.8,-53.5,70,994,17,295,,
AL122012,2012-09-01T15:00:00.000Z,Tropical Storm,Leslie,18.3,-55.7,70,996,18,290,,
AL122012,2012-09-01T21:00:00.000Z,Tropical Storm,Leslie,19.2,-57.3,65,998,18,295,,
AL122012,2012-09-02T03:00:00.000Z,Tropical Storm,Leslie,20.2,-58.4,65,998,18,305,,
AL122012,2012-09-02T09:00:00.000Z,Tropical Storm,Leslie,20.8,-59.5,70,994,15,310,,
AL122012,2012-09-02T15:00:00.000Z,Tropical Storm,Leslie,21.3,-61.1,65,997,15,305,,
AL122012,2012-09-02T21:00:00.000Z,Tropical Storm,Leslie,22.4,-61.3,60,998,10,315,,
AL122012,2012-09-03T03:00:00.000Z,Tropical Storm,Leslie,23.4,-61.7,60,998,10,325,,
AL122012,2012-09-03T09:00:00.000Z,Tropical Storm,Leslie,23.8,-62.1,60,998,8,335,,
AL122012,2012-09-03T15:00:00.000Z,Tropical Storm,Leslie,24.4,-63.1,60,998,8,330,,
AL122012,2012-09-03T21:00:00.000Z,Tropical Storm,Leslie,24,-63.1,60,998,3,330,,
AL122012,2012-09-04T03:00:00.000Z,Tropical Storm,Leslie,24,-63.1,65,998,NaN,0,,
AL122012,2012-09-04T09:00:00.000Z,Tropical Storm,Leslie,24.7,-62.5,65,994,5,360,,
AL122012,2012-09-04T15:00:00.000Z,Tropical Storm,Leslie,25,-62.5,65,994,3,360,,
AL122012,2012-09-04T21:00:00.000Z,Tropical Storm,Leslie,25.3,-62.6,65,994,3,360,,
AL122012,2012-09-05T03:00:00.000Z,Tropical Storm,Leslie,25.2,-62.8,65,994,2,345,,
AL122012,2012-09-05T09:00:00.000Z,Tropical Storm,Leslie,25.4,-62.9,65,992,2,340,,
AL122012,2012-09-05T15:00:00.000Z,Tropical Storm,Leslie,25.7,-62.8,70,990,2,360,,
AL122012,2012-09-05T21:00:00.000Z,Hurricane,Leslie,25.9,-62.7,75,987,2,360,,
AL122012,2012-09-06T03:00:00.000Z,Hurricane,Leslie,26.2,-62.5,75,985,2,10,25,195
AL122012,2012-09-06T09:00:00.000Z,Hurricane,Leslie,26.3,-62.4,75,985,1,360,,
AL122012,2012-09-06T15:00:00.000Z,Hurricane,Leslie,26.4,-62.4,75,985,2,360,,
AL122012,2012-09-06T21:00:00.000Z,Hurricane,Leslie,26.5,-62.2,75,985,NaN,0,25,160
AL122012,2012-09-07T03:00:00.000Z,Hurricane,Leslie,26.5,-62.2,75,985,NaN,0,35,160
AL122012,2012-09-07T09:00:00.000Z,Hurricane,Leslie,26.7,-62.2,75,985,1,360,,
AL122012,2012-09-07T15:00:00.000Z,Tropical Storm,Leslie,26.8,-62.2,70,981,NaN,0,,
AL122012,2012-09-07T21:00:00.000Z,Tropical Storm,Leslie,27.4,-62.2,65,982,5,360,,
AL122012,2012-09-08T03:00:00.000Z,Tropical Storm,Leslie,27.6,-62.3,65,983,3,350,,
AL122012,2012-09-08T09:00:00.000Z,Tropical Storm,Leslie,28.1,-62.3,65,983,5,360,,
AL122012,2012-09-08T15:00:00.000Z,Tropical Storm,Leslie,28.6,-62.5,65,988,8,360,,
AL122012,2012-09-08T21:00:00.000Z,Tropical Storm,Leslie,29.4,-62.5,65,988,8,360,,
AL122012,2012-09-09T03:00:00.000Z,Tropical Storm,Leslie,30.1,-62.6,65,988,8,360,,
AL122012,2012-09-09T09:00:00.000Z,Tropical Storm,Leslie,30.8,-62.5,65,988,9,360,,
AL122012,2012-09-09T15:00:00.000Z,Tropical Storm,Leslie,32,-62.4,60,988,10,10,,
AL122012,2012-09-09T21:00:00.000Z,Tropical Storm,Leslie,33.4,-62.1,60,988,14,10,,
AL122012,2012-09-10T03:00:00.000Z,Tropical Storm,Leslie,34.4,-61.8,60,988,16,15,,
AL122012,2012-09-10T09:00:00.000Z,Tropical Storm,Leslie,35.7,-61.2,60,988,16,15,,
AL122012,2012-09-10T15:00:00.000Z,Tropical Storm,Leslie,37,-60.2,60,988,17,30,,
AL122012,2012-09-10T21:00:00.000Z,Tropical Storm,Leslie,40,-59.1,70,988,35,20,,
AL122012,2012-09-11T03:00:00.000Z,Tropical Storm,Leslie,42.7,-57.5,70,988,40,25,,
AL122012,2012-09-11T09:00:00.000Z,Tropical Storm,Leslie,45.7,-56.4,70,968,40,20,,
AL122012,2012-09-11T15:00:00.000Z,Post-tropical Cyclone,Leslie,49.4,-53.6,70,968,45,30,,
