"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL262020,2020-10-04T21:00:00.000Z,Potential Tropical Cyclone,Twenty,16.7,-76.6,35,1007,10,290,,
AL262020,2020-10-05T03:00:00.000Z,Tropical Depression,Twenty,17,-77.3,35,1006,9,295,,
AL262020,2020-10-05T09:00:00.000Z,Tropical Depression,Twenty,17,-78.2,35,1006,9,290,,
AL262020,2020-10-05T15:00:00.000Z,Tropical Storm,Delta,16.4,-78.6,45,1002,7,280,,
AL262020,2020-10-05T21:00:00.000Z,Tropical Storm,Delta,16.2,-79.4,70,983,8,275,,
AL262020,2020-10-06T03:00:00.000Z,Hurricane,Delta,16.8,-80.3,80,977,7,295,10,70
AL262020,2020-10-06T09:00:00.000Z,Hurricane,Delta,17.5,-81.3,100,968,15,300,25,90
AL262020,2020-10-06T15:00:00.000Z,Hurricane,Delta,18.2,-82.6,115,955,16,300,25,90
AL262020,2020-10-06T21:00:00.000Z,Hurricane,Delta,18.9,-84.1,145,956,17,300,30,105
AL262020,2020-10-07T03:00:00.000Z,Hurricane,Delta,19.5,-85.1,130,960,16,300,30,105
AL262020,2020-10-07T09:00:00.000Z,Hurricane,Delta,20.6,-86.4,115,972,17,305,30,140
AL262020,2020-10-07T15:00:00.000Z,Hurricane,Delta,21.4,-88,105,975,17,305,30,125
AL262020,2020-10-07T21:00:00.000Z,Hurricane,Delta,22.1,-89.5,85,977,17,305,35,125
AL262020,2020-10-08T03:00:00.000Z,Hurricane,Delta,22.5,-90.9,90,972,17,300,35,140
AL262020,2020-10-08T09:00:00.000Z,Hurricane,Delta,23.4,-91.8,100,973,15,305,35,125
AL262020,2020-10-08T15:00:00.000Z,Hurricane,Delta,24,-92.7,105,968,14,310,35,125
AL262020,2020-10-08T21:00:00.000Z,Hurricane,Delta,24.8,-93.4,115,959,12,320,35,160
AL262020,2020-10-09T03:00:00.000Z,Hurricane,Delta,25.7,-93.6,120,955,12,340,40,160
AL262020,2020-10-09T09:00:00.000Z,Hurricane,Delta,26.9,-93.7,120,953,12,350,40,160
AL262020,2020-10-09T15:00:00.000Z,Hurricane,Delta,28,-93.8,115,962,13,0,40,160
AL262020,2020-10-09T21:00:00.000Z,Hurricane,Delta,29.3,-93.2,105,966,14,15,40,160
AL262020,2020-10-10T03:00:00.000Z,Hurricane,Delta,30.6,-92.6,75,972,15,25,35,160
AL262020,2020-10-10T09:00:00.000Z,Tropical Storm,Delta,31.8,-91.8,45,990,16,25,,
AL262020,2020-10-10T15:00:00.000Z,Tropical Depression,Delta,33.1,-90.8,35,994,16,35,,
AL262020,2020-10-10T21:00:00.000Z,Post-tropical Cyclone,Delta,33.7,-90,30,998,12,55,,
AL262020,2020-10-11T03:00:00.000Z,Post-tropical Cyclone,Delta,34,-89.5,30,1002,14,60,,
AL262020,2020-10-11T09:00:00.000Z,Post-tropical Cyclone,Delta,34.6,-87.7,30,1004,15,60,,
AL262020,2020-10-11T15:00:00.000Z,Post-tropical Cyclone,Delta,35.2,-86.5,25,1005,16,55,,
AL262020,2020-10-11T21:00:00.000Z,Post-tropical Cyclone,Delta,35.4,-85.5,25,1007,14,60,,
AL262020,2020-10-12T03:00:00.000Z,Post-tropical Cyclone,Delta,34.5,-84.1,15,1008,15,90,,
