"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL172023,2023-09-23T15:00:00.000Z,Tropical Depression,Seventeen,15.6,-38.8,35,1007,15,270,,
AL172023,2023-09-23T21:00:00.000Z,Tropical Storm,Philippe,15.6,-39.7,40,1005,14,270,,
AL172023,2023-09-24T03:00:00.000Z,Tropical Storm,Philippe,15.4,-40.9,40,1005,14,265,,
AL172023,2023-09-24T09:00:00.000Z,Tropical Storm,Philippe,15.6,-41.4,45,1003,9,280,,
AL172023,2023-09-24T15:00:00.000Z,Tropical Storm,Philippe,16.2,-41.7,50,1000,12,280,,
AL172023,2023-09-24T21:00:00.000Z,Tropical Storm,Philippe,16.8,-42.5,50,1000,12,290,,
AL172023,2023-09-25T03:00:00.000Z,Tropical Storm,Philippe,17.1,-43.3,50,1000,14,290,,
AL172023,2023-09-25T09:00:00.000Z,Tropical Storm,Philippe,17.4,-43.9,50,1000,10,285,,
AL172023,2023-09-25T15:00:00.000Z,Tropical Storm,Philippe,17.3,-45.5,50,1000,13,280,,
AL172023,2023-09-25T21:00:00.000Z,Tropical Storm,Philippe,17.3,-46.7,45,1002,15,275,,
AL172023,2023-09-26T03:00:00.000Z,Tropical Storm,Philippe,17.6,-47.8,50,1001,12,285,,
AL172023,2023-09-26T09:00:00.000Z,Tropical Storm,Philippe,17.7,-49,50,1001,13,285,,
AL172023,2023-09-26T15:00:00.000Z,Tropical Storm,Philippe,17.3,-50.3,45,1003,14,275,,
AL172023,2023-09-26T21:00:00.000Z,Tropical Storm,Philippe,17.1,-51.3,45,1003,13,270,,
AL172023,2023-09-27T03:00:00.000Z,Tropical Storm,Philippe,17.4,-52,45,1003,12,280,,
AL172023,2023-09-27T09:00:00.000Z,Tropical Storm,Philippe,17.6,-52.7,45,1003,12,280,,
AL172023,2023-09-27T15:00:00.000Z,Tropical Storm,Philippe,17.5,-53.7,50,998,9,280,,
AL172023,2023-09-27T21:00:00.000Z,Tropical Storm,Philippe,17.7,-54,50,998,5,295,,
AL172023,2023-09-28T03:00:00.000Z,Tropical Storm,Philippe,18.2,-54.5,50,1002,8,305,,
AL172023,2023-09-28T09:00:00.000Z,Tropical Storm,Philippe,18.8,-54.6,50,1002,5,300,,
AL172023,2023-09-28T15:00:00.000Z,Tropical Storm,Philippe,18.6,-54.6,50,1002,2,290,,
AL172023,2023-09-28T21:00:00.000Z,Tropical Storm,Philippe,18.9,-55.1,45,1003,2,290,,
AL172023,2023-09-29T03:00:00.000Z,Tropical Storm,Philippe,18.3,-55,45,1004,5,240,,
AL172023,2023-09-29T09:00:00.000Z,Tropical Storm,Philippe,18.5,-55.2,45,1003,2,235,,
AL172023,2023-09-29T15:00:00.000Z,Tropical Storm,Philippe,18.3,-55.3,45,1003,2,245,,
AL172023,2023-09-29T21:00:00.000Z,Tropical Storm,Philippe,18,-55.9,50,1002,5,240,,
AL172023,2023-09-30T03:00:00.000Z,Tropical Storm,Philippe,17.6,-55.8,50,1002,3,220,,
AL172023,2023-09-30T09:00:00.000Z,Tropical Storm,Philippe,17.1,-55.9,50,999,5,200,,
