"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)"
AL112021,2021-08-29T03:00:00.000Z,Tropical Depression,false,Eleven,33,-49.7,35,1010,12,50
