"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL152011,2011-09-07T21:00:00.000Z,Tropical Storm,Nate,20.2,-92.4,45,1004,2,110,,
AL152011,2011-09-08T03:00:00.000Z,Tropical Storm,Nate,20.4,-92.5,45,1003,2,90,,
AL152011,2011-09-08T09:00:00.000Z,Tropical Storm,Nate,20.4,-92.4,45,1003,1,90,,
AL152011,2011-09-08T15:00:00.000Z,Tropical Storm,Nate,20,-92.4,50,1001,1,145,,
AL152011,2011-09-08T21:00:00.000Z,Tropical Storm,Nate,19.7,-92.3,70,995,2,160,,
AL152011,2011-09-09T03:00:00.000Z,Tropical Storm,Nate,19.7,-92.2,70,994,NaN,0,,
AL152011,2011-09-09T09:00:00.000Z,Tropical Storm,Nate,19.9,-92.3,65,998,NaN,0,,
AL152011,2011-09-09T15:00:00.000Z,Tropical Storm,Nate,20.3,-92.6,65,998,3,315,,
AL152011,2011-09-09T21:00:00.000Z,Tropical Storm,Nate,20,-92.8,50,998,NaN,0,,
AL152011,2011-09-10T03:00:00.000Z,Tropical Storm,Nate,20.1,-93.2,50,998,2,280,,
AL152011,2011-09-10T09:00:00.000Z,Tropical Storm,Nate,20,-93.7,50,1000,5,270,,
AL152011,2011-09-10T15:00:00.000Z,Tropical Storm,Nate,20,-94.2,50,1000,6,270,,
AL152011,2011-09-10T21:00:00.000Z,Tropical Storm,Nate,20.1,-94.6,65,999,6,270,,
AL152011,2011-09-11T03:00:00.000Z,Tropical Storm,Nate,20,-95,65,999,6,265,,
AL152011,2011-09-11T09:00:00.000Z,Tropical Storm,Nate,19.9,-95.7,60,1003,7,265,,
AL152011,2011-09-11T15:00:00.000Z,Tropical Storm,Nate,20.4,-96.8,45,1005,9,275,,
AL152011,2011-09-11T21:00:00.000Z,Tropical Depression,Nate,20.6,-97.6,35,1010,8,285,,
AL152011,2011-09-12T03:00:00.000Z,Post-tropical Cyclone,Nate,20.5,-98.4,30,1012,8,270,,
