"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL092017,2017-08-17T15:00:00.000Z,Potential Tropical Cyclone,Nine,13.1,-55.1,35,1008,17,270,,
AL092017,2017-08-17T21:00:00.000Z,Tropical Storm,Harvey,13,-55.8,40,1004,18,270,,
AL092017,2017-08-18T03:00:00.000Z,Tropical Storm,Harvey,13,-57.4,40,1005,18,270,,
AL092017,2017-08-18T09:00:00.000Z,Tropical Storm,Harvey,13.1,-59.1,40,1004,18,270,,
AL092017,2017-08-18T15:00:00.000Z,Tropical Storm,Harvey,13.1,-61.3,40,1005,21,270,,
AL092017,2017-08-18T21:00:00.000Z,Tropical Storm,Harvey,13.4,-62.9,40,1005,21,275,,
AL092017,2017-08-19T03:00:00.000Z,Tropical Storm,Harvey,13.7,-64.1,40,1005,18,275,,
AL092017,2017-08-19T09:00:00.000Z,Tropical Storm,Harvey,13.8,-65.9,40,1005,21,275,,
AL092017,2017-08-19T15:00:00.000Z,Tropical Storm,Harvey,13.9,-68.1,40,1007,22,275,,
AL092017,2017-08-19T21:00:00.000Z,Tropical Depression,Harvey,14.1,-70,35,1007,22,275,,
AL092017,2017-08-20T03:00:00.000Z,Remnants Of,Harvey,14.3,-71.8,35,1007,22,275,,
AL092017,2017-08-23T15:00:00.000Z,Tropical Depression,Harvey,21.5,-92.5,35,1006,9,310,,
AL092017,2017-08-23T21:00:00.000Z,Tropical Depression,Harvey,21.6,-92.6,35,1005,2,320,,
AL092017,2017-08-24T03:00:00.000Z,Tropical Depression,Harvey,21.9,-92.6,35,1002,2,325,,
AL092017,2017-08-24T09:00:00.000Z,Tropical Storm,Harvey,23.2,-92.8,45,995,10,360,,
AL092017,2017-08-24T15:00:00.000Z,Tropical Storm,Harvey,24,-93.3,65,982,10,340,,
AL092017,2017-08-24T18:00:00.000Z,Hurricane,Harvey,24.4,-93.6,85,979,10,335,25,90
AL092017,2017-08-24T21:00:00.000Z,Hurricane,Harvey,24.7,-93.9,85,976,10,330,25,90
AL092017,2017-08-25T03:00:00.000Z,Hurricane,Harvey,25.2,-94.6,85,973,10,315,25,105
AL092017,2017-08-25T09:00:00.000Z,Hurricane,Harvey,25.9,-95.4,105,967,9,320,25,140
AL092017,2017-08-25T15:00:00.000Z,Hurricane,Harvey,26.7,-96,110,947,10,315,35,140
AL092017,2017-08-25T21:00:00.000Z,Hurricane,Harvey,27.5,-96.5,125,941,10,325,35,140
AL092017,2017-08-26T03:00:00.000Z,Hurricane,Harvey,28,-97,130,938,7,325,40,140
AL092017,2017-08-26T09:00:00.000Z,Hurricane,Harvey,28.5,-97.2,100,963,6,325,35,140
AL092017,2017-08-26T15:00:00.000Z,Hurricane,Harvey,28.9,-97.3,75,984,2,350,25,140
AL092017,2017-08-26T21:00:00.000Z,Tropical Storm,Harvey,29.1,-97.6,65,990,NaN,0,,
AL092017,2017-08-27T03:00:00.000Z,Tropical Storm,Harvey,29.3,-97.3,50,994,1,60,,
AL092017,2017-08-27T09:00:00.000Z,Tropical Storm,Harvey,29.2,-97.7,45,998,1,200,,
AL092017,2017-08-27T15:00:00.000Z,Tropical Storm,Harvey,29,-97.4,40,1000,2,160,,
AL092017,2017-08-27T21:00:00.000Z,Tropical Storm,Harvey,29,-97,40,1000,2,140,,
AL092017,2017-08-28T03:00:00.000Z,Tropical Storm,Harvey,28.8,-96.6,40,1000,3,120,,
AL092017,2017-08-28T09:00:00.000Z,Tropical Storm,Harvey,28.6,-96.3,40,998,3,130,,
AL092017,2017-08-28T15:00:00.000Z,Tropical Storm,Harvey,28.5,-96,40,997,5,125,,
AL092017,2017-08-28T21:00:00.000Z,Tropical Storm,Harvey,28.5,-95.7,45,997,3,110,,
AL092017,2017-08-29T03:00:00.000Z,Tropical Storm,Harvey,28.2,-95.3,45,997,3,120,,
AL092017,2017-08-29T09:00:00.000Z,Tropical Storm,Harvey,28.1,-94.8,45,997,3,90,,
AL092017,2017-08-29T15:00:00.000Z,Tropical Storm,Harvey,28.4,-94.3,45,997,5,25,,
AL092017,2017-08-29T21:00:00.000Z,Tropical Storm,Harvey,29.2,-94.3,50,994,6,30,,
AL092017,2017-08-30T03:00:00.000Z,Tropical Storm,Harvey,29,-93.6,50,994,6,35,,
AL092017,2017-08-30T09:00:00.000Z,Tropical Storm,Harvey,29.8,-93.4,45,990,7,30,,
AL092017,2017-08-30T15:00:00.000Z,Tropical Storm,Harvey,30.5,-93.3,45,993,8,20,,
AL092017,2017-08-30T21:00:00.000Z,Tropical Storm,Harvey,30.8,-93.1,40,998,8,20,,
AL092017,2017-08-31T03:00:00.000Z,Tropical Depression,Harvey,31.7,-92.3,35,998,9,30,,
