"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL042013,2013-07-24T09:00:00.000Z,Tropical Depression,Four,13.9,-28.1,35,1008,20,285,,
AL042013,2013-07-24T15:00:00.000Z,Tropical Storm,Dorian,14.3,-29.9,50,1002,21,285,,
AL042013,2013-07-24T21:00:00.000Z,Tropical Storm,Dorian,14.6,-31.4,50,1002,20,285,,
AL042013,2013-07-25T03:00:00.000Z,Tropical Storm,Dorian,15.1,-33.2,50,1002,20,285,,
AL042013,2013-07-25T09:00:00.000Z,Tropical Storm,Dorian,15.6,-34.5,60,999,17,290,,
AL042013,2013-07-25T15:00:00.000Z,Tropical Storm,Dorian,16,-35.9,60,999,17,285,,
AL042013,2013-07-25T21:00:00.000Z,Tropical Storm,Dorian,16.5,-37.8,60,999,18,290,,
AL042013,2013-07-26T03:00:00.000Z,Tropical Storm,Dorian,16.6,-39.6,50,1001,20,285,,
AL042013,2013-07-26T09:00:00.000Z,Tropical Storm,Dorian,17.1,-41.5,50,1001,20,285,,
AL042013,2013-07-26T15:00:00.000Z,Tropical Storm,Dorian,17.7,-43.4,50,1006,21,285,,
AL042013,2013-07-26T21:00:00.000Z,Tropical Storm,Dorian,17.8,-45.8,45,1010,22,280,,
AL042013,2013-07-27T03:00:00.000Z,Tropical Storm,Dorian,17.9,-48.1,40,1010,22,275,,
AL042013,2013-07-27T09:00:00.000Z,Tropical Storm,Dorian,18.2,-50,40,1011,22,275,,
AL042013,2013-07-27T15:00:00.000Z,Tropical Storm,Dorian,18.5,-52.1,40,1011,23,280,,
AL042013,2013-07-27T21:00:00.000Z,Remnants Of,Dorian,18.9,-54.7,40,1011,24,280,,
AL042013,2013-08-03T09:00:00.000Z,Tropical Depression,Dorian,28.7,-79.2,35,1013,6,10,,
AL042013,2013-08-03T15:00:00.000Z,Tropical Depression,Dorian,30.6,-78.4,35,1013,14,35,,
AL042013,2013-08-03T21:00:00.000Z,Post-tropical Cyclone,Dorian,31.7,-77.6,30,1013,16,45,,
