"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL302020,2020-11-10T03:00:00.000Z,Tropical Storm,Theta,28.8,-40.3,50,1000,15,90,,
AL302020,2020-11-10T09:00:00.000Z,Tropical Storm,Theta,28.8,-39.5,50,998,12,90,,
AL302020,2020-11-10T15:00:00.000Z,Tropical Storm,Theta,29,-37.4,70,989,15,85,,
AL302020,2020-11-10T21:00:00.000Z,Tropical Storm,Theta,29.4,-36.2,70,989,14,75,,
AL302020,2020-11-11T03:00:00.000Z,Tropical Storm,Theta,29.4,-35.5,70,989,12,75,,
AL302020,2020-11-11T09:00:00.000Z,Tropical Storm,Theta,29.4,-34.7,65,989,8,75,,
AL302020,2020-11-11T15:00:00.000Z,Tropical Storm,Theta,29.8,-33.3,60,993,10,65,,
AL302020,2020-11-11T21:00:00.000Z,Tropical Storm,Theta,30.5,-31.9,60,992,13,65,,
AL302020,2020-11-12T03:00:00.000Z,Tropical Storm,Theta,31.1,-31.4,65,990,12,60,,
AL302020,2020-11-12T09:00:00.000Z,Tropical Storm,Theta,31.7,-30.2,65,990,12,60,,
AL302020,2020-11-12T15:00:00.000Z,Tropical Storm,Theta,31.6,-28.8,65,990,12,80,,
AL302020,2020-11-12T21:00:00.000Z,Tropical Storm,Theta,31.7,-27.4,65,990,12,90,,
AL302020,2020-11-13T03:00:00.000Z,Tropical Storm,Theta,31.7,-26,60,993,12,90,,
AL302020,2020-11-13T09:00:00.000Z,Tropical Storm,Theta,31.9,-24.9,60,993,12,90,,
AL302020,2020-11-13T15:00:00.000Z,Tropical Storm,Theta,31.7,-23.8,60,993,12,100,,
AL302020,2020-11-13T21:00:00.000Z,Tropical Storm,Theta,31.9,-22.6,60,993,10,90,,
AL302020,2020-11-14T03:00:00.000Z,Tropical Storm,Theta,31.9,-21.6,50,995,10,90,,
AL302020,2020-11-14T09:00:00.000Z,Tropical Storm,Theta,32,-20.8,40,1000,8,90,,
AL302020,2020-11-14T15:00:00.000Z,Tropical Storm,Theta,31.8,-20.2,40,1000,8,100,,
AL302020,2020-11-14T21:00:00.000Z,Tropical Storm,Theta,31.7,-19.2,40,1000,6,95,,
AL302020,2020-11-15T03:00:00.000Z,Tropical Storm,Theta,31.7,-18.7,40,1003,5,90,,
AL302020,2020-11-15T09:00:00.000Z,Tropical Depression,Theta,31.8,-18.3,35,1003,3,90,,
AL302020,2020-11-15T15:00:00.000Z,Post-tropical Cyclone,Theta,31.5,-18.2,30,1010,2,360,,
