"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL062010,2010-08-21T21:00:00.000Z,Tropical Depression,Six,11,-32.1,30,1008,9,285,,
AL062010,2010-08-22T03:00:00.000Z,Tropical Depression,Six,11.3,-32.6,35,1008,8,290,,
AL062010,2010-08-22T09:00:00.000Z,Tropical Depression,Six,12.1,-33.4,35,1007,9,295,,
AL062010,2010-08-22T15:00:00.000Z,Tropical Depression,Six,12.7,-34.1,35,1007,12,310,,
AL062010,2010-08-22T21:00:00.000Z,Tropical Storm,Danielle,13.4,-35.1,40,1005,12,310,,
AL062010,2010-08-23T03:00:00.000Z,Tropical Storm,Danielle,14.2,-35.9,50,1000,13,315,,
AL062010,2010-08-23T09:00:00.000Z,Tropical Storm,Danielle,14.8,-37.1,60,997,14,300,,
AL062010,2010-08-23T15:00:00.000Z,Tropical Storm,Danielle,15.1,-39.4,65,994,16,290,,
AL062010,2010-08-23T21:00:00.000Z,Hurricane,Danielle,15.4,-41.5,75,987,17,290,10,70
AL062010,2010-08-24T03:00:00.000Z,Hurricane,Danielle,15.6,-43.2,85,982,20,285,25,85
AL062010,2010-08-24T09:00:00.000Z,Hurricane,Danielle,15.9,-44.6,100,973,20,280,30,115
AL062010,2010-08-24T15:00:00.000Z,Hurricane,Danielle,16.6,-46.5,80,985,20,290,30,140
AL062010,2010-08-24T21:00:00.000Z,Tropical Storm,Danielle,17.5,-48.2,70,993,18,295,,
AL062010,2010-08-25T03:00:00.000Z,Hurricane,Danielle,18.2,-49.8,75,990,18,295,30,140
AL062010,2010-08-25T09:00:00.000Z,Hurricane,Danielle,18.8,-51,85,982,17,300,30,140
AL062010,2010-08-25T15:00:00.000Z,Hurricane,Danielle,19.6,-52.3,85,982,17,300,30,140
AL062010,2010-08-25T21:00:00.000Z,Hurricane,Danielle,21.2,-53.1,85,982,17,315,30,140
AL062010,2010-08-26T03:00:00.000Z,Hurricane,Danielle,22.4,-54.1,100,975,17,320,40,175
AL062010,2010-08-26T09:00:00.000Z,Hurricane,Danielle,23.4,-54.9,105,968,16,320,40,175
AL062010,2010-08-26T15:00:00.000Z,Hurricane,Danielle,24.4,-55.9,105,970,15,320,40,175
AL062010,2010-08-26T21:00:00.000Z,Hurricane,Danielle,25.2,-57,110,968,15,315,40,175
AL062010,2010-08-27T03:00:00.000Z,Hurricane,Danielle,25.8,-57.6,110,965,12,315,50,205
AL062010,2010-08-27T06:00:00.000Z,Hurricane,Danielle,26.2,-58.1,120,955,12,315,50,205
AL062010,2010-08-27T09:00:00.000Z,Hurricane,Danielle,26.5,-58.7,135,946,12,310,60,205
AL062010,2010-08-27T15:00:00.000Z,Hurricane,Danielle,26.9,-59.8,135,946,12,305,60,205
AL062010,2010-08-27T21:00:00.000Z,Hurricane,Danielle,27.3,-60.3,135,942,9,310,60,205
AL062010,2010-08-28T03:00:00.000Z,Hurricane,Danielle,28.1,-60.6,135,942,10,335,60,205
AL062010,2010-08-28T09:00:00.000Z,Hurricane,Danielle,28.6,-61,110,950,9,345,60,205
AL062010,2010-08-28T15:00:00.000Z,Hurricane,Danielle,29.3,-60.5,110,950,9,20,60,205
AL062010,2010-08-28T21:00:00.000Z,Hurricane,Danielle,30.3,-59.7,105,970,13,30,70,185
AL062010,2010-08-29T03:00:00.000Z,Hurricane,Danielle,31.5,-58.8,105,958,20,30,70,185
AL062010,2010-08-29T09:00:00.000Z,Hurricane,Danielle,33.2,-57.3,90,972,21,35,70,185
AL062010,2010-08-29T15:00:00.000Z,Hurricane,Danielle,35.5,-55.5,85,976,26,35,70,275
AL062010,2010-08-29T21:00:00.000Z,Hurricane,Danielle,38,-54.5,80,977,29,25,85,310
AL062010,2010-08-30T03:00:00.000Z,Hurricane,Danielle,39.3,-53,80,980,16,45,85,310
AL062010,2010-08-30T09:00:00.000Z,Hurricane,Danielle,40.4,-52,75,984,17,40,85,310
AL062010,2010-08-30T15:00:00.000Z,Hurricane,Danielle,40.9,-50.7,75,970,16,45,85,310
AL062010,2010-08-30T21:00:00.000Z,Tropical Storm,Danielle,41.3,-49,70,973,15,70,,
AL062010,2010-08-31T03:00:00.000Z,Tropical Storm,Danielle,41.3,-47.1,70,975,16,80,,
