"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL162024,2024-10-19T15:00:00.000Z,Tropical Storm,Oscar,21.3,-70.2,40,1007,13,270,,
AL162024,2024-10-19T18:00:00.000Z,Hurricane,Oscar,21.4,-70.6,80,989,12,270,5,45
AL162024,2024-10-19T21:00:00.000Z,Hurricane,Oscar,21.4,-71.1,85,987,10,270,,
AL162024,2024-10-20T00:00:00.000Z,Hurricane,Oscar,21.3,-71.6,85,987,10,270,,
AL162024,2024-10-20T03:00:00.000Z,Hurricane,Oscar,21.3,-72.2,85,987,12,270,5,45
AL162024,2024-10-20T06:00:00.000Z,Hurricane,Oscar,21.3,-72.6,85,987,10,265,5,45
AL162024,2024-10-20T09:00:00.000Z,Hurricane,Oscar,21.1,-73.1,80,988,12,260,5,45
AL162024,2024-10-20T12:00:00.000Z,Hurricane,Oscar,20.8,-73.6,80,986,12,250,5,45
AL162024,2024-10-20T15:00:00.000Z,Hurricane,Oscar,20.7,-73.9,80,986,7,250,10,45
AL162024,2024-10-20T18:00:00.000Z,Hurricane,Oscar,20.6,-74.1,80,986,7,250,10,45
AL162024,2024-10-20T21:00:00.000Z,Hurricane,Oscar,20.5,-74.3,80,986,6,250,10,45
AL162024,2024-10-20T21:50:00.000Z,Hurricane,Oscar,20.3,-74.4,80,986,7,250,,
AL162024,2024-10-21T00:00:00.000Z,Hurricane,Oscar,20.2,-74.5,75,988,6,240,10,45
AL162024,2024-10-21T03:00:00.000Z,Tropical Storm,Oscar,20.3,-74.6,70,990,6,245,,
AL162024,2024-10-21T06:00:00.000Z,Tropical Storm,Oscar,20.2,-74.9,60,996,5,245,,
AL162024,2024-10-21T09:00:00.000Z,Tropical Storm,Oscar,20.2,-75.1,50,999,2,270,,
AL162024,2024-10-21T12:00:00.000Z,Tropical Storm,Oscar,20.2,-75.3,45,1000,2,270,,
AL162024,2024-10-21T15:00:00.000Z,Tropical Storm,Oscar,20.3,-75.4,40,1001,3,300,,
AL162024,2024-10-21T18:00:00.000Z,Tropical Storm,Oscar,20.6,-75.8,40,1003,6,310,,
