"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL182023,2023-09-28T15:00:00.000Z,Tropical Storm,Rina,17.4,-45,40,1005,10,330,,
AL182023,2023-09-28T21:00:00.000Z,Tropical Storm,Rina,18.1,-46.2,40,1004,14,310,,
AL182023,2023-09-29T03:00:00.000Z,Tropical Storm,Rina,18.4,-46.6,40,1005,7,315,,
AL182023,2023-09-29T09:00:00.000Z,Tropical Storm,Rina,18.9,-46.6,45,1003,5,340,,
AL182023,2023-09-29T15:00:00.000Z,Tropical Storm,Rina,19.4,-47,45,1003,6,335,,
AL182023,2023-09-29T21:00:00.000Z,Tropical Storm,Rina,20,-47.8,45,1003,9,320,,
AL182023,2023-09-30T03:00:00.000Z,Tropical Storm,Rina,20.4,-48.8,50,999,12,305,,
AL182023,2023-09-30T09:00:00.000Z,Tropical Storm,Rina,20.9,-49.5,50,999,10,300,,
AL182023,2023-09-30T15:00:00.000Z,Tropical Storm,Rina,21.2,-50.4,45,1002,12,300,,
AL182023,2023-09-30T21:00:00.000Z,Tropical Storm,Rina,22.6,-51.5,45,1002,14,310,,
AL182023,2023-10-01T03:00:00.000Z,Tropical Storm,Rina,23.5,-52.8,40,1004,14,310,,
AL182023,2023-10-01T09:00:00.000Z,Tropical Storm,Rina,24.3,-53.7,40,1004,14,320,,
