"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL042010,2010-08-02T15:00:00.000Z,Tropical Depression,Four,12.6,-41.1,35,1006,17,290,,
AL042010,2010-08-02T21:00:00.000Z,Tropical Depression,Four,13,-42.5,35,1006,16,290,,
AL042010,2010-08-03T03:00:00.000Z,Tropical Depression,Four,13.6,-45.1,35,1007,23,285,,
AL042010,2010-08-03T09:00:00.000Z,Tropical Storm,Colin,14,-47.2,40,1006,23,285,,
AL042010,2010-08-03T15:00:00.000Z,Tropical Storm,Colin,14.2,-49.5,40,1006,24,280,,
AL042010,2010-08-03T21:00:00.000Z,Tropical Storm,Colin,15.8,-53.8,40,1006,35,285,,
AL042010,2010-08-05T21:00:00.000Z,Tropical Storm,Colin,24.9,-66.3,45,1009,20,325,,
AL042010,2010-08-05T23:30:00.000Z,Tropical Storm,Colin,25.6,-66.3,60,1005,20,330,,
AL042010,2010-08-06T03:00:00.000Z,Tropical Storm,Colin,26.3,-66.6,60,1005,14,340,,
AL042010,2010-08-06T09:00:00.000Z,Tropical Storm,Colin,26.8,-67.4,45,1008,14,325,,
AL042010,2010-08-06T15:00:00.000Z,Tropical Storm,Colin,27.1,-66.9,45,1007,7,65,,
AL042010,2010-08-06T21:00:00.000Z,Tropical Storm,Colin,28.3,-66.8,45,1009,9,10,,
AL042010,2010-08-07T03:00:00.000Z,Tropical Storm,Colin,29.1,-66.5,45,1008,9,10,,
AL042010,2010-08-07T09:00:00.000Z,Tropical Storm,Colin,29.1,-66.5,45,1009,5,10,,
AL042010,2010-08-07T15:00:00.000Z,Tropical Storm,Colin,29,-66.4,40,1008,NaN,0,,
AL042010,2010-08-07T21:00:00.000Z,Tropical Storm,Colin,29.4,-65.7,40,1012,7,15,,
AL042010,2010-08-08T03:00:00.000Z,Tropical Storm,Colin,29.7,-65.6,40,1012,3,15,,
AL042010,2010-08-08T09:00:00.000Z,Tropical Storm,Colin,30.7,-65.6,40,1012,7,5,,
AL042010,2010-08-08T15:00:00.000Z,Tropical Depression,Colin,32,-65.6,35,1013,12,360,,
AL042010,2010-08-08T21:00:00.000Z,Tropical Depression,Colin,32.9,-65.6,30,1015,12,10,,
