"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL272020,2020-10-19T12:00:00.000Z,Tropical Depression,Twenty,25.8,-55.5,35,1003,NaN,0,,
AL272020,2020-10-19T15:00:00.000Z,Tropical Storm,Epsilon,25.6,-55.3,40,1000,NaN,0,,
AL272020,2020-10-19T21:00:00.000Z,Tropical Storm,Epsilon,25.5,-55.5,45,998,NaN,0,,
AL272020,2020-10-20T03:00:00.000Z,Tropical Storm,Epsilon,25.3,-55.3,45,998,2,360,,
AL272020,2020-10-20T09:00:00.000Z,Tropical Storm,Epsilon,25.6,-54.7,45,998,3,75,,
AL272020,2020-10-20T15:00:00.000Z,Tropical Storm,Epsilon,26.5,-55,50,996,8,330,,
AL272020,2020-10-20T21:00:00.000Z,Tropical Storm,Epsilon,27.9,-55.8,65,992,13,320,,
AL272020,2020-10-21T03:00:00.000Z,Hurricane,Epsilon,28.5,-56.8,75,987,13,310,25,345
AL272020,2020-10-21T09:00:00.000Z,Hurricane,Epsilon,28.9,-58.3,85,976,14,300,25,435
AL272020,2020-10-21T15:00:00.000Z,Hurricane,Epsilon,29.1,-59.1,90,972,12,285,25,435
AL272020,2020-10-21T18:00:00.000Z,Hurricane,Epsilon,29.4,-59.7,110,959,9,300,25,435
AL272020,2020-10-21T21:00:00.000Z,Hurricane,Epsilon,29.6,-60,115,955,10,305,25,450
AL272020,2020-10-22T03:00:00.000Z,Hurricane,Epsilon,29.6,-60.6,115,953,8,285,25,345
AL272020,2020-10-22T09:00:00.000Z,Hurricane,Epsilon,30.6,-60.9,110,955,7,320,25,310
AL272020,2020-10-22T15:00:00.000Z,Hurricane,Epsilon,30.9,-61.2,90,965,7,325,15,310
AL272020,2020-10-22T21:00:00.000Z,Hurricane,Epsilon,31.9,-61.4,85,968,9,345,15,240
AL272020,2020-10-23T03:00:00.000Z,Hurricane,Epsilon,32.6,-61.6,85,968,9,345,15,240
AL272020,2020-10-23T09:00:00.000Z,Hurricane,Epsilon,33.1,-61.6,85,968,7,360,,
AL272020,2020-10-23T15:00:00.000Z,Hurricane,Epsilon,34.1,-61.6,85,968,10,360,15,255
AL272020,2020-10-23T21:00:00.000Z,Hurricane,Epsilon,35.5,-61.7,85,968,12,360,15,275
AL272020,2020-10-24T03:00:00.000Z,Hurricane,Epsilon,36.5,-62.1,80,972,13,355,45,355
AL272020,2020-10-24T09:00:00.000Z,Hurricane,Epsilon,36.9,-62,75,972,12,15,45,355
AL272020,2020-10-24T15:00:00.000Z,Hurricane,Epsilon,37.9,-60.3,80,958,13,50,60,405
AL272020,2020-10-24T21:00:00.000Z,Hurricane,Epsilon,39.4,-58.2,80,958,22,50,105,425
AL272020,2020-10-25T03:00:00.000Z,Hurricane,Epsilon,41.3,-56.1,75,960,24,45,45,380
AL272020,2020-10-25T09:00:00.000Z,Hurricane,Epsilon,42.8,-53.7,75,960,30,50,45,380
AL272020,2020-10-25T15:00:00.000Z,Hurricane,Epsilon,44.3,-49.4,75,960,35,60,45,380
AL272020,2020-10-25T21:00:00.000Z,Tropical Storm,Epsilon,46.2,-44.3,70,964,46,60,,
AL272020,2020-10-26T03:00:00.000Z,Post-tropical Cyclone,Epsilon,48.6,-38.8,70,968,46,55,,
