"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL152018,2018-10-09T10:00:00.000Z,Tropical Depression,Fifteen,10.3,-29.7,35,1008,12,285,,
AL152018,2018-10-09T15:00:00.000Z,Tropical Storm,Nadine,10.5,-30,40,1007,9,285,,
AL152018,2018-10-09T21:00:00.000Z,Tropical Storm,Nadine,10.9,-30.6,40,1005,8,300,,
AL152018,2018-10-10T03:00:00.000Z,Tropical Storm,Nadine,11.6,-31,45,1003,8,315,,
AL152018,2018-10-10T09:00:00.000Z,Tropical Storm,Nadine,12.1,-31.1,50,999,7,330,,
AL152018,2018-10-10T15:00:00.000Z,Tropical Storm,Nadine,12.6,-31.6,65,997,7,325,,
AL152018,2018-10-10T21:00:00.000Z,Tropical Storm,Nadine,13.1,-32.2,65,997,8,315,,
AL152018,2018-10-11T03:00:00.000Z,Tropical Storm,Nadine,13.6,-32.7,65,997,8,320,,
AL152018,2018-10-11T09:00:00.000Z,Tropical Storm,Nadine,14.1,-33.3,65,997,8,325,,
AL152018,2018-10-11T15:00:00.000Z,Tropical Storm,Nadine,14.1,-34,60,1000,8,305,,
AL152018,2018-10-11T21:00:00.000Z,Tropical Storm,Nadine,14.5,-34.9,50,1002,8,295,,
AL152018,2018-10-12T03:00:00.000Z,Tropical Storm,Nadine,14.9,-35.5,50,1002,9,295,,
AL152018,2018-10-12T09:00:00.000Z,Tropical Storm,Nadine,15.2,-35.5,50,1002,8,295,,
AL152018,2018-10-12T15:00:00.000Z,Tropical Storm,Nadine,16,-36.2,45,1004,8,295,,
AL152018,2018-10-12T21:00:00.000Z,Tropical Storm,Nadine,16.4,-37.7,40,1003,15,285,,
AL152018,2018-10-13T03:00:00.000Z,Remnants Of,Nadine,16,-39.5,35,1008,17,270,,
