"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL042022,2022-08-19T21:00:00.000Z,Potential Tropical Cyclone,Four,20.7,-94.5,35,1009,14,315,,
AL042022,2022-08-20T00:00:00.000Z,Potential Tropical Cyclone,Four,21.3,-94.9,35,1009,14,315,,
AL042022,2022-08-20T03:00:00.000Z,Potential Tropical Cyclone,Four,21.8,-95.2,35,1009,14,310,,
AL042022,2022-08-20T06:00:00.000Z,Potential Tropical Cyclone,Four,22.2,-95.5,35,1009,14,310,,
AL042022,2022-08-20T09:00:00.000Z,Potential Tropical Cyclone,Four,22.8,-95.8,35,1010,14,320,,
AL042022,2022-08-20T12:00:00.000Z,Potential Tropical Cyclone,Four,23.2,-96,35,1010,14,320,,
