"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL212021,2021-10-31T03:00:00.000Z,Tropical Storm,Wanda,36.2,-45.4,50,988,21,125,,
AL212021,2021-10-31T09:00:00.000Z,Tropical Storm,Wanda,36.5,-43.9,50,987,16,105,,
AL212021,2021-10-31T15:00:00.000Z,Tropical Storm,Wanda,36.4,-43.2,50,987,8,100,,
AL212021,2021-10-31T21:00:00.000Z,Tropical Storm,Wanda,36.3,-43.2,50,990,1,270,,
AL212021,2021-11-01T03:00:00.000Z,Tropical Storm,Wanda,35.6,-44.1,50,990,8,215,,
AL212021,2021-11-01T09:00:00.000Z,Tropical Storm,Wanda,34.5,-39.9,50,990,7,125,,
AL212021,2021-11-01T15:00:00.000Z,Tropical Storm,Wanda,34,-43,45,993,6,90,,
AL212021,2021-11-01T21:00:00.000Z,Tropical Storm,Wanda,34.2,-42.2,45,996,7,70,,
AL212021,2021-11-02T03:00:00.000Z,Tropical Storm,Wanda,34.5,-41.6,45,996,7,75,,
AL212021,2021-11-02T09:00:00.000Z,Tropical Storm,Wanda,35,-40.9,50,992,8,60,,
AL212021,2021-11-02T15:00:00.000Z,Tropical Storm,Wanda,35.6,-40.6,50,992,9,10,,
AL212021,2021-11-02T21:00:00.000Z,Tropical Storm,Wanda,36.6,-40.4,50,992,8,10,,
AL212021,2021-11-03T03:00:00.000Z,Tropical Storm,Wanda,37.3,-40.3,50,992,9,10,,
AL212021,2021-11-03T09:00:00.000Z,Tropical Storm,Wanda,38,-40,50,992,8,15,,
AL212021,2021-11-03T15:00:00.000Z,Tropical Storm,Wanda,38.8,-39.8,50,992,10,15,,
AL212021,2021-11-03T21:00:00.000Z,Tropical Storm,Wanda,39.8,-39.5,50,992,10,10,,
AL212021,2021-11-04T03:00:00.000Z,Tropical Storm,Wanda,40.6,-39.6,50,992,9,5,,
AL212021,2021-11-04T09:00:00.000Z,Tropical Storm,Wanda,41.5,-39.5,50,992,9,10,,
AL212021,2021-11-04T15:00:00.000Z,Tropical Storm,Wanda,41.9,-39.6,45,994,6,0,,
AL212021,2021-11-04T21:00:00.000Z,Tropical Storm,Wanda,42.4,-39.2,45,994,5,45,,
AL212021,2021-11-05T03:00:00.000Z,Tropical Storm,Wanda,42.3,-38.7,50,994,5,90,,
