"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL162011,2011-09-21T03:00:00.000Z,Tropical Storm,Ophelia,12.2,-40.1,40,1006,9,270,,
AL162011,2011-09-21T09:00:00.000Z,Tropical Storm,Ophelia,12.7,-41.8,45,1005,13,280,,
AL162011,2011-09-21T15:00:00.000Z,Tropical Storm,Ophelia,13,-43.6,60,1005,16,270,,
AL162011,2011-09-21T21:00:00.000Z,Tropical Storm,Ophelia,13.6,-44.7,60,1000,16,280,,
AL162011,2011-09-22T03:00:00.000Z,Tropical Storm,Ophelia,13.7,-46.2,60,1000,15,280,,
AL162011,2011-09-22T09:00:00.000Z,Tropical Storm,Ophelia,13.4,-47,65,994,14,275,,
AL162011,2011-09-22T15:00:00.000Z,Tropical Storm,Ophelia,13.6,-47.6,65,994,13,280,,
AL162011,2011-09-22T21:00:00.000Z,Tropical Storm,Ophelia,13.8,-48.9,65,994,13,280,,
AL162011,2011-09-23T03:00:00.000Z,Tropical Storm,Ophelia,14.1,-49.9,50,1000,12,285,,
AL162011,2011-09-23T09:00:00.000Z,Tropical Storm,Ophelia,14.5,-51,45,1004,13,290,,
AL162011,2011-09-23T15:00:00.000Z,Tropical Storm,Ophelia,14.6,-52.6,40,1006,16,280,,
AL162011,2011-09-23T21:00:00.000Z,Tropical Storm,Ophelia,15.5,-53.8,60,1001,15,285,,
AL162011,2011-09-24T03:00:00.000Z,Tropical Storm,Ophelia,16,-54.5,50,1006,14,300,,
AL162011,2011-09-24T09:00:00.000Z,Tropical Storm,Ophelia,16.9,-55.2,50,1006,14,310,,
AL162011,2011-09-24T15:00:00.000Z,Tropical Storm,Ophelia,17.8,-56,50,1006,13,310,,
AL162011,2011-09-24T21:00:00.000Z,Tropical Storm,Ophelia,17.9,-57.4,45,1006,12,295,,
AL162011,2011-09-25T03:00:00.000Z,Tropical Storm,Ophelia,18.3,-58.4,45,1007,12,295,,
AL162011,2011-09-25T09:00:00.000Z,Tropical Storm,Ophelia,18.4,-59.5,40,1008,12,280,,
AL162011,2011-09-25T15:00:00.000Z,Tropical Storm,Ophelia,18.3,-60.4,40,1008,9,280,,
AL162011,2011-09-25T21:00:00.000Z,Post-tropical Cyclone,Ophelia,18.5,-60.9,35,1010,8,290,,
AL162011,2011-09-27T21:00:00.000Z,Tropical Depression,Ophelia,17.6,-60.5,30,1008,5,285,,
AL162011,2011-09-28T03:00:00.000Z,Tropical Depression,Ophelia,18.4,-59.5,35,1009,3,305,,
AL162011,2011-09-28T09:00:00.000Z,Tropical Depression,Ophelia,18.6,-60,35,1008,3,305,,
AL162011,2011-09-28T15:00:00.000Z,Tropical Storm,Ophelia,18.7,-59.9,50,1002,3,340,,
AL162011,2011-09-28T21:00:00.000Z,Tropical Storm,Ophelia,19.3,-60.6,50,1001,7,330,,
AL162011,2011-09-29T03:00:00.000Z,Tropical Storm,Ophelia,19.4,-60.7,60,995,6,325,,
AL162011,2011-09-29T09:00:00.000Z,Tropical Storm,Ophelia,20,-61.1,60,995,7,330,,
AL162011,2011-09-29T15:00:00.000Z,Tropical Storm,Ophelia,20.9,-61.8,70,991,9,335,,
AL162011,2011-09-29T21:00:00.000Z,Hurricane,Ophelia,21.4,-62.3,75,987,9,340,25,175
AL162011,2011-09-30T03:00:00.000Z,Hurricane,Ophelia,21.9,-62.3,85,979,9,335,30,175
AL162011,2011-09-30T09:00:00.000Z,Hurricane,Ophelia,22.4,-62.6,100,973,9,345,30,175
AL162011,2011-09-30T15:00:00.000Z,Hurricane,Ophelia,23.5,-62.8,115,960,12,345,30,175
AL162011,2011-09-30T21:00:00.000Z,Hurricane,Ophelia,24.7,-63,115,960,14,350,30,175
AL162011,2011-10-01T03:00:00.000Z,Hurricane,Ophelia,26.2,-63.1,120,956,17,360,40,205
AL162011,2011-10-01T09:00:00.000Z,Hurricane,Ophelia,27.7,-63.1,120,952,17,360,40,205
AL162011,2011-10-01T15:00:00.000Z,Hurricane,Ophelia,29.5,-62.9,120,952,21,360,40,205
AL162011,2011-10-01T21:00:00.000Z,Hurricane,Ophelia,31.6,-62.6,120,952,26,10,30,185
AL162011,2011-10-02T03:00:00.000Z,Hurricane,Ophelia,33.8,-62.2,140,940,26,10,30,175
AL162011,2011-10-02T09:00:00.000Z,Hurricane,Ophelia,36.2,-61.8,125,948,29,10,30,185
AL162011,2011-10-02T15:00:00.000Z,Hurricane,Ophelia,38.7,-60.9,110,958,31,15,30,185
AL162011,2011-10-02T21:00:00.000Z,Hurricane,Ophelia,41.6,-59.9,100,964,33,15,45,260
AL162011,2011-10-03T03:00:00.000Z,Hurricane,Ophelia,43.9,-58.6,80,974,33,25,45,230
AL162011,2011-10-03T09:00:00.000Z,Tropical Storm,Ophelia,46.5,-54.2,70,983,43,55,,
AL162011,2011-10-03T15:00:00.000Z,Post-tropical Cyclone,Ophelia,48.1,-52,60,996,37,60,,
