"id","timestamp","classification","name","latitude","longitude","maximum sustained wind (mph)","minimum central pressure (mb)","movement speed (mph)","movement direction (degrees)","hurricane wind extent (miles)","tropical storm wind extent (miles)"
AL072024,2024-09-11T15:00:00.000Z,Tropical Depression,Seven,16,-28.7,35,1007,18,285,,
AL072024,2024-09-11T21:00:00.000Z,Tropical Depression,Seven,16.2,-30.3,35,1007,18,285,,
AL072024,2024-09-12T03:00:00.000Z,Tropical Depression,Seven,16.5,-31.3,35,1007,17,285,,
AL072024,2024-09-12T09:00:00.000Z,Tropical Depression,Seven,17.3,-33,35,1007,17,290,,
AL072024,2024-09-12T15:00:00.000Z,Tropical Depression,Seven,17.8,-34.6,35,1007,17,290,,
AL072024,2024-09-12T21:00:00.000Z,Tropical Depression,Seven,18.3,-35.9,35,1007,16,290,,
AL072024,2024-09-13T03:00:00.000Z,Tropical Depression,Seven,18.7,-37,35,1007,16,290,,
AL072024,2024-09-13T09:00:00.000Z,Tropical Depression,Seven,19,-38.2,35,1007,14,290,,
AL072024,2024-09-13T15:00:00.000Z,Tropical Storm,Gordon,19.4,-38.6,40,1006,12,295,,
AL072024,2024-09-13T21:00:00.000Z,Tropical Storm,Gordon,19.5,-39.5,40,1006,10,290,,
AL072024,2024-09-14T03:00:00.000Z,Tropical Storm,Gordon,19.8,-40.3,45,1004,9,280,,
AL072024,2024-09-14T09:00:00.000Z,Tropical Storm,Gordon,20.1,-40.9,45,1004,9,285,,
AL072024,2024-09-14T15:00:00.000Z,Tropical Storm,Gordon,20.1,-41.7,45,1004,9,280,,
AL072024,2024-09-14T21:00:00.000Z,Tropical Storm,Gordon,20.3,-42.9,45,1004,9,275,,
AL072024,2024-09-15T03:00:00.000Z,Tropical Storm,Gordon,19.7,-43.8,40,1006,10,245,,
AL072024,2024-09-15T09:00:00.000Z,Tropical Storm,Gordon,19.6,-44.8,40,1006,10,255,,
AL072024,2024-09-15T15:00:00.000Z,Tropical Storm,Gordon,19.2,-45.5,40,1006,9,250,,
AL072024,2024-09-15T21:00:00.000Z,Tropical Depression,Gordon,19.2,-46.1,35,1007,8,260,,
AL072024,2024-09-16T03:00:00.000Z,Tropical Depression,Gordon,19,-46.8,30,1007,7,260,,
AL072024,2024-09-16T09:00:00.000Z,Tropical Depression,Gordon,19.2,-47.5,30,1007,8,270,,
AL072024,2024-09-16T15:00:00.000Z,Tropical Depression,Gordon,19.1,-48.1,35,1006,7,270,,
AL072024,2024-09-16T21:00:00.000Z,Tropical Depression,Gordon,19,-48.5,35,1006,6,270,,
AL072024,2024-09-17T03:00:00.000Z,Tropical Depression,Gordon,19,-48.8,35,1006,3,270,,
AL072024,2024-09-17T09:00:00.000Z,Tropical Depression,Gordon,19,-49,35,1006,3,265,,
